Name,URL,Image,Size,Color,RPM,Airflow,Noise Level,PWM,Price
NoiseBlocker ELoop B,https://pcpartpicker.com/product/kpYLrH/noiseblocker-nb-eloop-b14-ps-black-edition-839-cfm-140mm-fan-itr-b14-ps-bl,https://cdna.pcpartpicker.com/static/forever/images/product/7a08a33fc925c30fb002f78230c2752f.256p.jpg,140 mm,Black,1200 RPM,83.93 CFM,24 dB,Yes,43.21
ARCTIC P8 TC,https://pcpartpicker.com/product/HW3mP6/arctic-p8-tc-234-cfm-80-mm-fan-acfan00140a,https://cdna.pcpartpicker.com/static/forever/images/product/87eea1916e7a139f828c53c8824e75ce.256p.jpg,80 mm,Black,200 - 3000 RPM,23.4 CFM,,No,
RAIJINTEK IRIS 12 RBW ADD-3 3-Pack,https://pcpartpicker.com/product/vqzFf7/raijintek-iris-12-rbw-add-3-358-cfm-120-mm-fans-3-pack-0r40b00112,https://cdna.pcpartpicker.com/static/forever/images/product/852c95059a952b06eb38352e36a8bc79.256p.jpg,120 mm,White / Black,400 - 1800 RPM,35.8 CFM,28 dB,Yes,
Enermax SquA RGB,https://pcpartpicker.com/product/GVsnTW/enermax-squa-rgb-6827-cfm-120-mm-fan-ucsqargb12p-w-sg,https://cdna.pcpartpicker.com/static/forever/images/product/a57d1f8c9c62080f49254e13800b3a0c.256p.jpg,120 mm,White,300 - 1500 RPM,24.53 - 68.27 CFM,12 - 23 dB,Yes,
Fractal Design Dynamic X2 GP,https://pcpartpicker.com/product/thYmP6/fractal-design-dynamic-x2-gp-1059-cfm-140-mm-fan-fd-fan-dyn-x2-gp14-pwm-bk,https://cdna.pcpartpicker.com/static/forever/images/product/db6f9693f269d0f9b0274c296d842734.256p.jpg,140 mm,Black,500 - 1700 RPM,47.9 - 105.9 CFM,33.7 dB,Yes,
Scythe Kaze Flex Slim RGB,https://pcpartpicker.com/product/js4Ycf/scythe-kaze-flex-slim-rgb-413-cfm-92-mm-fan-kf9215fd25r-p,https://m.media-amazon.com/images/I/41NzZ7r8OjL.jpg,92 mm,Black,300 - 2500 RPM,4.96 - 41.3 CFM,1.8 - 23.2 dB,Yes,15.95
NZXT F120Q (2022),https://pcpartpicker.com/product/F2stt6/nzxt-f120q-2022-64-cfm-120-mm-fan-rf-q12sf-w1,https://cdna.pcpartpicker.com/static/forever/images/product/1a88b805a6fea2f8f08ae69542d2cb55.256p.jpg,120 mm,White,500 - 1200 RPM,27.77 - 64 CFM,16.7 - 22.5 dB,Yes,
Thermaltake Pure A14,https://pcpartpicker.com/product/zGyqqs/thermaltake-pure-a14-9315-cfm-140-mm-fan-cl-f110-pl14re-b,https://m.media-amazon.com/images/I/41kHBzZVGiL.jpg,140 mm,Black,500 - 1500 RPM,,32 dB,Yes,
Scythe Kaze Flex II,https://pcpartpicker.com/product/fD4Zxr/scythe-kaze-flex-ii-9028-cfm-120-mm-fan-kfs1225fd20-p,https://m.media-amazon.com/images/I/414ifGAlbdL.jpg,120 mm,Black,300 - 2000 RPM,16.9 - 90.28 CFM,4 - 36.2 dB,Yes,14.95
Gelid Solutions Stella Frost Daisy Chain 3-Pack,https://pcpartpicker.com/product/jqdG3C/gelid-solutions-stella-frost-daisy-chain-70-cfm-120-mm-fans-3-pack-fn-stella-d-02,https://m.media-amazon.com/images/I/41RBk+EQghS.jpg,120 mm,White,500 - 1600 RPM,70 CFM,35 dB,Yes,
Gelid Solutions Silent 14 PWM,https://pcpartpicker.com/product/FH3NnQ/gelid-solutions-silent-14-pwm-785-cfm-140-mm-fan-fn-px14-16,https://m.media-amazon.com/images/I/41FIGbiOyxL.jpg,140 mm,Black,750 - 1500 RPM,78.5 CFM,20 dB,Yes,37.71
Scythe Wonder Snail,https://pcpartpicker.com/product/mJGhP6/scythe-wonder-snail-7723-cfm-120-mm-fan-ws1225fd24w-p,https://m.media-amazon.com/images/I/41T-k6U4VoL.jpg,120 mm,White,300 - 2400 RPM,7.68 - 77.23 CFM,3 - 29.3 dB,Yes,15.95
In Win Neptune DN120 Pro,https://pcpartpicker.com/product/7v7scf/in-win-neptune-dn120-pro-6056-cfm-120-mm-fan-iw-fn-dn120pro-1pk,https://m.media-amazon.com/images/I/41xWYiEDV+L.jpg,120 mm,Black / Red,900 - 2200 RPM,24.15 - 60.56 CFM,20.3 dB,Yes,15.00
In Win Neptune DN120,https://pcpartpicker.com/product/x2MMnQ/in-win-neptune-dn120-601-cfm-120-mm-fan-iw-fn-dn120-1pk,https://m.media-amazon.com/images/I/41XsrwIKggL.jpg,120 mm,Black,900 - 2200 RPM,23.87 - 60.1 CFM,20.5 dB,Yes,18.42
Thermaltake CT140 EX Reverse ARGB Sync 3-Pack,https://pcpartpicker.com/product/Brm2FT/thermaltake-ct140-ex-reverse-argb-sync-9495-cfm-140-mm-fans-3-pack-cl-f227-pl14bb-a,https://cdna.pcpartpicker.com/static/forever/images/product/e8794b4a39c48fde25c604bcebd70df9.256p.jpg,140 mm,Yellow,500 - 1800 RPM,94.95 CFM,32.8 dB,Yes,74.98
Thermaltake CT120 EX ARGB Sync 3-Pack,https://pcpartpicker.com/product/gCDnTW/thermaltake-ct120-ex-argb-sync-68-cfm-120-mm-fans-3-pack-cl-f216-pl12gs-a,https://cdna.pcpartpicker.com/static/forever/images/product/9bae3b3fe616cf820dbcc0a90b5cf51a.256p.jpg,120 mm,Brown,500 - 2000 RPM,68 CFM,28.5 dB,Yes,59.99
Corsair AF120 Performance 2-Pack,https://pcpartpicker.com/product/pCH323/corsair-air-series-af120-performance-edition-6347-cfm-120-mm-fans-co-9050004-ww,https://cdna.pcpartpicker.com/static/forever/images/product/81f2b497d98ac786e051aed0a4df6706.256p.jpg,120 mm,Black,1650 RPM,63.47 CFM,30 dB,No,
BitFenix Spectre Pro,https://pcpartpicker.com/product/TsDwrH/bitfenix-spectre-pro-15627-cfm-230-mm-fan-bff-spro-23030ww-rp,https://images-eu.ssl-images-amazon.com/images/I/51SqxgP1fzL.jpg,230 mm,White,900 RPM,156.27 CFM,25.6 dB,No,
BitFenix Spectre Pro,https://pcpartpicker.com/product/46JwrH/bitfenix-spectre-pro-14872-cfm-200-mm-fan-bff-spro-20025ww-rp,https://m.media-amazon.com/images/I/51WAfipT7dL.jpg,200 mm,White,900 RPM,148.72 CFM,27.5 dB,No,
BitFenix Spectre Pro,https://pcpartpicker.com/product/Y4ckcf/bitfenix-case-fan-bfflpro20025wrp,https://cdna.pcpartpicker.com/static/forever/images/product/4e69f575f494e6a869acdce1a36a8252.med.256p.jpg,200 mm,Black,900 RPM,148.72 CFM,27.5 dB,No,
BitFenix Spectre Pro,https://pcpartpicker.com/product/zBkD4D/bitfenix-case-fan-bfflpro20025grp,https://cdna.pcpartpicker.com/static/forever/images/product/dbb32aaa0c8bf6cf07014449365e5098.med.256p.jpg,200 mm,Clear,900 RPM,148.72 CFM,27.5 dB,No,
BitFenix Spectre Pro,https://pcpartpicker.com/product/nZNp99/bitfenix-case-fan-bfflpro20025rrp,https://m.media-amazon.com/images/I/51sUhw721uL.jpg,200 mm,Black,900 RPM,148.72 CFM,27.5 dB,No,
BitFenix Spectre,https://pcpartpicker.com/product/mnxfrH/bitfenix-case-fan-bffblf12025grp,https://cdna.pcpartpicker.com/static/forever/images/product/7f75e637730839f8cd3a8ed96272d1cf.med.256p.jpg,120 mm,Black,1000 RPM,43.5 CFM,20 dB,No,
BitFenix Spectre,https://pcpartpicker.com/product/8L3RsY/bitfenix-case-fan-bffblf14025grp,https://cdna.pcpartpicker.com/static/forever/images/product/9b54dc945c339bbe085e855576ce0cdc.med.256p.jpg,140 mm,Black,1000 RPM,47.7 CFM,20 dB,No,
BitFenix Spectre,https://pcpartpicker.com/product/dpCwrH/bitfenix-case-fan-bffblf14025orp,https://cdna.pcpartpicker.com/static/forever/images/product/f4f5cfbe7ca8559ae8ab530d18edc0c7.med.256p.jpg,140 mm,Black,1000 RPM,47.7 CFM,20 dB,No,
BitFenix Spectre,https://pcpartpicker.com/product/NR7wrH/bitfenix-case-fan-bffblf14025wrp,https://cdna.pcpartpicker.com/static/forever/images/product/87cdeed01978e69247b1cec3ee8abe6b.med.256p.jpg,140 mm,Black,1000 RPM,47.7 CFM,20 dB,No,
BitFenix Spectre,https://pcpartpicker.com/product/Lhbp99/bitfenix-case-fan-bffblf20020wrp,https://cdna.pcpartpicker.com/static/forever/images/product/323ae885ff9457c3ad7fd1278dc54679.med.256p.jpg,200 mm,Black,700 RPM,47.4 CFM,20 dB,No,
BitFenix Spectre,https://pcpartpicker.com/product/w9kD4D/bitfenix-case-fan-bffblf20020rrp,https://cdna.pcpartpicker.com/static/forever/images/product/197242a70f2e1a169115a36f967ed909.med.256p.jpg,200 mm,Black,700 RPM,47.4 CFM,20 dB,No,
BitFenix Spectre,https://pcpartpicker.com/product/MBkD4D/bitfenix-case-fan-bffblf20020orp,https://cdna.pcpartpicker.com/static/forever/images/product/94a432547997fb61319f597a83341f92.med.256p.jpg,200 mm,Black,700 RPM,47.4 CFM,20 dB,No,
BitFenix Spectre,https://pcpartpicker.com/product/2pCwrH/bitfenix-case-fan-bffblf20020grp,https://cdna.pcpartpicker.com/static/forever/images/product/e0574a05a9a3c4063dba707b65d255c7.med.256p.jpg,200 mm,Black,700 RPM,47.4 CFM,20 dB,No,
BitFenix Spectre,https://pcpartpicker.com/product/xnxfrH/bitfenix-case-fan-bffblf20020brp,https://cdna.pcpartpicker.com/static/forever/images/product/9d429e95c0613710bf4d669453d73904.med.256p.jpg,200 mm,Black,700 RPM,47.4 CFM,20 dB,No,
BitFenix Spectre,https://pcpartpicker.com/product/G7Qypg/bitfenix-case-fan-bffblf23030orp,https://images-na.ssl-images-amazon.com/images/I/51r4HHeKOFL.jpg,230 mm,Black,900 RPM,97.8 CFM,20 dB,No,
BitFenix Spectre,https://pcpartpicker.com/product/6TQypg/bitfenix-case-fan-bffblfp12025wrp,https://cdna.pcpartpicker.com/static/forever/images/product/3c5fabff9b23394abb90b27c3df61b3c.med.256p.jpg,120 mm,Translucent Black,1800 RPM,51.3 CFM,22.5 dB,No,
BitFenix Spectre,https://pcpartpicker.com/product/jfQypg/bitfenix-case-fan-bffblfp14025brp,https://cdna.pcpartpicker.com/static/forever/images/product/c516a6635a4d3decc4ccea3b1171866b.med.256p.jpg,140 mm,Translucent Black,1800 RPM,56.1 CFM,24.2 dB,No,
BitFenix Spectre,https://pcpartpicker.com/product/yvXfrH/bitfenix-spectre-pwm-513-cfm-120-mm-fan-bff-scf-p12025ww-rp,https://cdna.pcpartpicker.com/static/forever/images/product/e8748a0d1c3c0abfd9ce62b504630b5e.med.256p.jpg,120 mm,White,1800 RPM,51.3 CFM,22.5 dB,No,
BitFenix Spectre Pro,https://pcpartpicker.com/product/f6JwrH/bitfenix-case-fan-bfflpro12025brp,https://cdna.pcpartpicker.com/static/forever/images/product/8d5e205f6a7e8350778e8b7b3e82458c.med.256p.jpg,120 mm,Black,1200 RPM,56.22 CFM,18.89 dB,No,
BitFenix Spectre Pro,https://pcpartpicker.com/product/B8DwrH/bitfenix-case-fan-bfflpro12025grp,https://cdna.pcpartpicker.com/static/forever/images/product/3649b5e5217897ad81031540f1edf5b3.med.256p.jpg,120 mm,Clear,1200 RPM,56.22 CFM,18.89 dB,No,
BitFenix Spectre Pro,https://pcpartpicker.com/product/ZsDwrH/bitfenix-case-fan-bfflpro12025wrp,https://cdna.pcpartpicker.com/static/forever/images/product/8c95dcfcb439ca50b762b446958caa79.med.256p.jpg,120 mm,Black,1200 RPM,56.22 CFM,18.89 dB,No,
BitFenix Spectre,https://pcpartpicker.com/product/bWFPxr/bitfenix-spectre-474-cfm-200-mm-fan-bff-scf-20020kk-rp,https://cdna.pcpartpicker.com/static/forever/images/product/417b5523e96233739cb396f277bb063e.med.256p.jpg,200 mm,Black,700 RPM,47.4 CFM,20 dB,No,
Cooler Master R4-BC8R-18FB-R1,https://pcpartpicker.com/product/MzQypg/cooler-master-case-fan-r4bc8r18fbr1,https://m.media-amazon.com/images/I/41IBwjSfBIL.jpg,80 mm,Clear,1800 RPM,21.7 CFM,19 dB,No,
Cooler Master R4-L2S-122B-GP 2-Pack,https://pcpartpicker.com/product/4tzv6h/cooler-master-case-fan-r4l2s122bgp,https://cdna.pcpartpicker.com/static/forever/images/product/1be5104ebc85ca5c26e0ec3d2868736d.256p.jpg,120 mm,Clear,1200 RPM,39.77 CFM,19.3 dB,No,
Cooler Master Turbine Master Mach 1.8,https://pcpartpicker.com/product/GpCwrH/cooler-master-turbine-master-mach-18-803-cfm-120-mm-fan-r4-tmbb-18fk-r0,/static/forever/img/no-image.png,120 mm,Black,1800 RPM,80.3 CFM,30.5 dB,No,
NZXT FS,https://pcpartpicker.com/product/NrNp99/nzxt-fs-200rb-895-cfm-193-mm-fan-fs-200rb,/static/forever/img/no-image.png,193 mm,Black / White,800 RPM,89.5 CFM,20 dB,No,
NZXT Air Flow,https://pcpartpicker.com/product/BM9KHx/nzxt-air-flow-series-591-cfm-120-mm-fan-rf-fz120-02,https://m.media-amazon.com/images/I/51llE5bh91L.jpg,120 mm,White,1200 RPM,59.1 CFM,26.8 dB,No,
NZXT Air Flow,https://pcpartpicker.com/product/T2JwrH/nzxt-case-fan-rffz120r1,https://m.media-amazon.com/images/I/515VknuASFL.jpg,120 mm,Clear,1200 RPM,59.1 CFM,26.8 dB,No,
NZXT Air Flow,https://pcpartpicker.com/product/Zhbp99/nzxt-case-fan-rffz120w1,https://m.media-amazon.com/images/I/41YpHI6kriL.jpg,120 mm,Clear,1200 RPM,59.1 CFM,26.8 dB,No,
NZXT Air Flow,https://pcpartpicker.com/product/R2JwrH/nzxt-case-fan-rffz140r1,https://m.media-amazon.com/images/I/41RIjI9flPL.jpg,140 mm,Clear,1000 RPM,83.6 CFM,24.5 dB,No,
NZXT Air Flow,https://pcpartpicker.com/product/qG9KHx/nzxt-case-fan-rffz140g1,https://m.media-amazon.com/images/I/51OGEJG8iIL.jpg,140 mm,Clear,1000 RPM,83.6 CFM,24.5 dB,No,
Phanteks F140TS,https://pcpartpicker.com/product/PCH323/phanteks-ph-f140ts_bl-7809-cfm-140-mm-fan-ph-f140ts_bl,https://images-na.ssl-images-amazon.com/images/I/41dl8aCDRHL.jpg,140 mm,Blue,750 - 1200 RPM,45.1 - 78.09 CFM,13.4 - 19 dB,No,
Phanteks F140TS,https://pcpartpicker.com/product/yhbp99/phanteks-ph-f140ts_wt-7809-cfm-140-mm-fan-ph-f140ts_wt,/static/forever/img/no-image.png,140 mm,White,750 - 1200 RPM,45.1 - 78.09 CFM,13.4 - 19 dB,No,
Prolimatech Vortex,https://pcpartpicker.com/product/JFvRsY/prolimatech-case-fan-probv12led,https://images-na.ssl-images-amazon.com/images/I/51tX6gs7dtL.jpg,120 mm,Clear,1200 - 1600 RPM,72.67 CFM,29.1 dB,No,18.98
Prolimatech Vortex,https://pcpartpicker.com/product/Pbbp99/prolimatech-case-fan-probv14led,https://images-na.ssl-images-amazon.com/images/I/51ooJ3bqILL.jpg,140 mm,Clear,1000 RPM,87 CFM,18.1 dB,No,19.98
Rosewill Hyperborea,https://pcpartpicker.com/product/gD9KHx/rosewill-hyperborea-8955-cfm-140-mm-fan-rocf-11003,https://m.media-amazon.com/images/I/51iSpOquzOL.jpg,140 mm,Black,600 - 1300 RPM,89.55 CFM,12.5 - 22.19 dB,Yes,
Rosewill Hyperborea,https://pcpartpicker.com/product/qKvRsY/rosewill-hyperborea-5753-cfm-120-mm-fan-rocf-11004,https://m.media-amazon.com/images/I/31W+mFcqi3L.jpg,120 mm,Black,600 - 1300 RPM,57.53 CFM,6.9 - 16.05 dB,Yes,
Aerocool Shark,https://pcpartpicker.com/product/HkphP6/aerocool-case-fan-shark120mmgreen,https://m.media-amazon.com/images/I/61-dJIGrjuL.jpg,120 mm,Green,800 - 1500 RPM,32.5 - 82.6 CFM,12.6 - 26.5 dB,No,
Aerocool Silent Master,https://pcpartpicker.com/product/pqjG3C/aerocool-case-fan-silentmaster200r,https://m.media-amazon.com/images/I/51FcQ8H3pDL.jpg,200 mm,Red,800 RPM,76 CFM,18 dB,No,
Antec True Quiet,https://pcpartpicker.com/product/zzQypg/antec-truequiet-120-3579-cfm-120-mm-fan-truequiet-120,https://images-na.ssl-images-amazon.com/images/I/51sNEKyDw4L.jpg,120 mm,Yellow / Gray,600 - 1000 RPM,21.5 - 35.79 CFM,8.9 - 19.89 dB,No,
Antec 761345-75092-9,https://pcpartpicker.com/product/nWFPxr/antec-761345-75092-9-38-cfm-92-mm-fan-761345-75092-9,https://images-na.ssl-images-amazon.com/images/I/41LfZVU-meL.jpg,92 mm,Clear,2200 RPM,38 CFM,27 dB,No,
Antec 761345-75081-3,https://pcpartpicker.com/product/TXDwrH/antec-761345-75081-3-34-cfm-80-mm-fan-761345-75081-3,https://m.media-amazon.com/images/I/41jUP+XSHcL.jpg,80 mm,Clear,2600 RPM,34 CFM,30 dB,No,
Antec 761345-75020-2,https://pcpartpicker.com/product/fJckcf/antec-case-fan-761345750202,https://m.media-amazon.com/images/I/413-8ofqk1L.jpg,80 mm,Clear,2600 RPM,34 CFM,30 dB,No,
Apevia CF12SL-4C,https://pcpartpicker.com/product/W2JwrH/apevia-cf12sl-4c-6385-cfm-120-mm-fan-cf12sl-4c,https://images-na.ssl-images-amazon.com/images/I/51v8MujK1%2BL.jpg,120 mm,Clear,1700 RPM,63.85 CFM,29.67 dB,No,
Apevia CF12SL-TRD,https://pcpartpicker.com/product/h6JwrH/apevia-case-fan-cf12sltrd,https://cdna.pcpartpicker.com/static/forever/images/product/462b86bb0ab0517c6c66a6e867e820ca.256p.jpg,120 mm,Black,1500 RPM,50.28 CFM,21.1 dB,No,
Apevia CF12SL-TGN,https://pcpartpicker.com/product/JCH323/apevia-case-fan-cf12sltgn,https://images-na.ssl-images-amazon.com/images/I/41ECn7pxkBL.jpg,120 mm,Black,1500 RPM,50.28 CFM,21.1 dB,No,
Apevia CF12SL-TBL,https://pcpartpicker.com/product/vwdqqs/apevia-case-fan-cf12sltbl,https://cdna.pcpartpicker.com/static/forever/images/product/a272d6d68e757781fa8be9738476ef2d.256p.jpg,120 mm,Black,1500 RPM,50.28 CFM,21.1 dB,No,
Apevia CF20SL-URD,https://pcpartpicker.com/product/PyYXsY/apevia-case-fan-cf20slurd,https://m.media-amazon.com/images/I/51qvDZQv8FL.jpg,200 mm,Red,800 RPM,125 CFM,20 dB,No,
Apevia CF4SL-UGN,https://pcpartpicker.com/product/xD9KHx/apevia-case-fan-cf4slugn,https://m.media-amazon.com/images/I/41KmCKO2bML.jpg,80 mm,Green,2000 RPM,25.64 CFM,22.05 dB,No,
Apevia CF4SL-4C,https://pcpartpicker.com/product/r2JwrH/apevia-cf4sl-4c-2564-cfm-80-mm-fan-cf4sl-4c,https://cdna.pcpartpicker.com/static/forever/images/product/3bf0fc6dd9dd20c78cb92303dc954139.256p.jpg,80 mm,Clear,2000 RPM,25.64 CFM,22.05 dB,No,
Apevia 14S-BT,https://pcpartpicker.com/product/X9kD4D/apevia-14s-bt-596-cfm-140-mm-fan-14s-bt,https://images-na.ssl-images-amazon.com/images/I/41xsgDmLYsL.jpg,140 mm,Green,1200 RPM,59.6 CFM,29.4 dB,No,
Apevia CF8SL-BRD,https://pcpartpicker.com/product/9jdqqs/apevia-case-fan-cf8slbrd,https://cdna.pcpartpicker.com/static/forever/images/product/dc7498cecd913c8b65bf3b65836077a6.med.256p.jpg,80 mm,Red,1500 RPM,17.21 CFM,20 dB,No,
Apevia CF8SL-BGN,https://pcpartpicker.com/product/QCH323/apevia-case-fan-cf8slbgn,https://cdna.pcpartpicker.com/static/forever/images/product/2486b6bac2de19abcc745ef464fe25fa.256p.jpg,80 mm,Green,1500 RPM,17.21 CFM,20 dB,No,
Apevia CF8SL-BBL,https://pcpartpicker.com/product/KPZQzy/apevia-case-fan-cf8slbbl,https://cdna.pcpartpicker.com/static/forever/images/product/7ccbab23f709c1fab6df4d9138780fe3.256p.jpg,80 mm,Blue,1500 RPM,17.21 CFM,20 dB,No,
Masscool FDV12025L1L34,https://pcpartpicker.com/product/bnxfrH/masscool-fdv12025l1l34-5205-cfm-120-mm-fan-fdv12025l1l34,https://m.media-amazon.com/images/I/41hzI0K4WTL.jpg,120 mm,Red,1500 RPM,52.05 CFM,25 dB,No,
Masscool BLD-12025V1R,https://pcpartpicker.com/product/WnxfrH/masscool-case-fan-bld12025v1r,https://m.media-amazon.com/images/I/51y97W9TG8L.jpg,120 mm,Red,1500 RPM,60 CFM,23.5 dB,No,
Silverstone Air Penetrator,https://pcpartpicker.com/product/g8DwrH/silverstone-case-fan-ap121gl,https://m.media-amazon.com/images/I/41GZSAKBr5L.jpg,120 mm,Clear,1500 RPM,35.36 CFM,22.4 dB,No,
Silverstone Air Penetrator,https://pcpartpicker.com/product/qD9KHx/silverstone-case-fan-ap121rl,https://m.media-amazon.com/images/I/41YHUj8IThL.jpg,120 mm,Clear,1500 RPM,35.36 CFM,22.4 dB,No,25.60
Silverstone Air Penetrator,https://pcpartpicker.com/product/twdqqs/silverstone-case-fan-ap121wl,https://m.media-amazon.com/images/I/41-zgbq1CzL.jpg,120 mm,Clear,1500 RPM,35.36 CFM,22.4 dB,No,23.46
Xigmatek eXTREME OCTAGON,https://pcpartpicker.com/product/J6JwrH/xigmatek-xof-f1251-50-cfm-120-mm-fan-xof-f1251,https://m.media-amazon.com/images/I/41wgbxfp-9L.jpg,120 mm,White,1400 RPM,50 CFM,14 dB,No,
Xigmatek eXTREME SILENT,https://pcpartpicker.com/product/Xjdqqs/xigmatek-xsf-f1252-75-cfm-120-mm-fan-xsf-f1252,https://images-na.ssl-images-amazon.com/images/I/518ZqBEY2iL.jpg,120 mm,Black,1800 RPM,75 CFM,20 dB,No,
Xigmatek eXTREME SILENT,https://pcpartpicker.com/product/HdZQzy/xigmatek-xsf-f1452-65-cfm-140-mm-fan-xsf-f1452,https://images-na.ssl-images-amazon.com/images/I/51Oqz3G7H2L.jpg,140 mm,Black,1000 RPM,65 CFM,18 dB,No,
Apevia CF8S-UGN,https://pcpartpicker.com/product/6nxfrH/apevia-cf8s-ugn-2564-cfm-80-mm-fan-cf8s-ugn,https://cdna.pcpartpicker.com/static/forever/images/product/42816f5b21c73a7e0e20211f68514923.256p.jpg,80 mm,UV Green,2000 RPM,25.64 CFM,22.05 dB,No,
ARCTIC F12 Pro,https://pcpartpicker.com/product/tvXfrH/arctic-arctic-f12-pro-pwm-57-cfm-120-mm-fan-af12pro-pwm,https://m.media-amazon.com/images/I/51BflZCDNjL.jpg,120 mm,White / Black,1500 RPM,57 CFM,,Yes,
ARCTIC F8,https://pcpartpicker.com/product/9VkD4D/arctic-arctic-f8-31-cfm-80-mm-fan-afaco-08000-gba01,https://cdna.pcpartpicker.com/static/forever/images/product/71a44513bf28238c7f3c318b82c72ece.256p.jpg,80 mm,White / Black,2000 RPM,31 CFM,,No,
ARCTIC F14,https://pcpartpicker.com/product/BgGkcf/arctic-arctic-f14-773-cfm-140-mm-fan-afaco-14000-gba01,https://m.media-amazon.com/images/I/41DE2UeetFL.jpg,140 mm,White / Black,1300 RPM,77.3 CFM,,No,
ARCTIC F12 Pro,https://pcpartpicker.com/product/WHCwrH/arctic-arctic-f12-pro-54-cfm-120-mm-fan-afaco-12p000-gba01,https://m.media-amazon.com/images/I/51Ov73AK5qL.jpg,120 mm,White / Black,1500 RPM,54 CFM,,No,
ARCTIC F9 CO,https://pcpartpicker.com/product/gvXfrH/arctic-f9-co-43-cfm-92-mm-fan-afaco-090pc-gba01,https://cdna.pcpartpicker.com/static/forever/images/product/6ada0eb109922d84d1e9e5c19f5d019e.256p.jpg,92 mm,Black,550 - 1800 RPM,43 CFM,,No,
ARCTIC F8 CO,https://pcpartpicker.com/product/F7Qypg/arctic-arctic-f8-pwm-co-31-cfm-80-mm-fan-afaco-080pc-gba01,https://cdna.pcpartpicker.com/static/forever/images/product/804b502269ae72edb2795efd24360e56.256p.jpg,80 mm,Black,850 - 2000 RPM,31 CFM,,Yes,
Enermax Marathon,https://pcpartpicker.com/product/zbbp99/enermax-uc-12eb-44-cfm-120-mm-fan-uc-12eb,https://cdna.pcpartpicker.com/static/forever/images/product/c76ea75b7e72bf19b81a03d847eaae5c.256p.jpg,120 mm,Clear,1000 RPM,44 CFM,17 dB,No,
Enermax Marathon,https://pcpartpicker.com/product/TdZQzy/enermax-uc-8eb-24-cfm-80-mm-fan-uc-8eb,https://cdna.pcpartpicker.com/static/forever/images/product/7257fb56fb2e75d50991159a14845cd1.256p.jpg,80 mm,Clear,1500 RPM,24 CFM,14 dB,No,
Enermax Magma,https://pcpartpicker.com/product/WNdqqs/enermax-uc-ma12-6915-cfm-120-mm-fan-uc-ma12,https://images-na.ssl-images-amazon.com/images/I/51fyWZLZSVL.jpg,120 mm,Red,1500 RPM,69.15 CFM,18 dB,No,
Enermax T.B. Vegas Trio,https://pcpartpicker.com/product/2hbp99/enermax-uctvt12p-6748-cfm-120-mm-fan-uctvt12p,https://images-na.ssl-images-amazon.com/images/I/61QGcN8mAwL.jpg,120 mm,Translucent Black,500 - 1600 RPM,20.42 - 67.48 CFM,14 dB,Yes,
Enermax D.F. Vegas Duo,https://pcpartpicker.com/product/rdZQzy/enermax-uctvd8a-3852-cfm-80-mm-fan-uctvd8a,https://images-na.ssl-images-amazon.com/images/I/61hl4rzOXWL.jpg,80 mm,Clear,900 - 2500 RPM,16.59 - 38.52 CFM,17 dB,No,
Enermax D.F. Vegas Duo,https://pcpartpicker.com/product/7mw323/enermax-uctvd14a-908-cfm-140-mm-fan-uctvd14a,https://images-na.ssl-images-amazon.com/images/I/51QBRsI0u9L.jpg,140 mm,Clear,700 - 1500 RPM,42.37 - 90.8 CFM,15 dB,No,
Enermax D.F. Vegas Duo,https://pcpartpicker.com/product/VM9KHx/enermax-uctvd12a-7176-cfm-120-mm-fan-uctvd12a,https://m.media-amazon.com/images/I/41C1xmQtLmL.jpg,120 mm,Clear,800 - 1700 RPM,33.26 - 71.76 CFM,16 dB,No,
Enermax T.B. Silence,https://pcpartpicker.com/product/86JwrH/enermax-uctb14b-454-cfm-140-mm-fan-uctb14b,https://m.media-amazon.com/images/I/51HC0AcW-WL.jpg,140 mm,Black,750 RPM,45.4 CFM,15 dB,No,
Evercool EC-SSF-12,https://pcpartpicker.com/product/tZNp99/evercool-ec-ssf-12-120-mm-fan-ec-ssf-12,https://cdna.pcpartpicker.com/static/forever/images/product/d8d0bc87268743f68df81a968de726ed.256p.jpg,120 mm,White,800 - 1400 RPM,,19 - 26 dB,No,
Enermax T.B. Silence,https://pcpartpicker.com/product/kVkD4D/enermax-case-fan-uctb12nr,https://cdna.pcpartpicker.com/static/forever/images/product/553a1bf9dd9150319fb3e3f1a2265754.256p.jpg,120 mm,Clear,1200 RPM,53.02 CFM,14 dB,No,
Enermax T.B. Silence,https://pcpartpicker.com/product/6kphP6/enermax-case-fan-uctb12nbl,https://cdna.pcpartpicker.com/static/forever/images/product/994cce0db817f2c1cac2f492633028e1.256p.jpg,120 mm,Clear,1200 RPM,53.02 CFM,14 dB,No,
Enermax T.B. Apollish,https://pcpartpicker.com/product/x4ckcf/enermax-case-fan-ucta14nbl,https://m.media-amazon.com/images/I/51UhbtYK7LL.jpg,140 mm,Blue,750 RPM,45.4 CFM,15 dB,No,
Enermax UCCL12N,https://pcpartpicker.com/product/m6JwrH/enermax-case-fan-uccl12n,https://images-na.ssl-images-amazon.com/images/I/41sCogfPAWL.jpg,120 mm,White,1500 RPM,71.25 CFM,18 dB,No,
