Name,Manufacturer,Part #,Type,Color,Power Supply,Side Panel,Power Supply Shroud,Front Panel USB,Motherboard Form Factor,Maximum Video Card Length,Drive Bays,Expansion Slots,Fan Support,Included Fans,Radiator Support,Dimensions,Volume,Model
Phanteks Enthoo Pro Tempered Glass,Phanteks ,PH-ES614PTG_BK ,ATX Full Tower ,Black ,None ,Tinted Tempered Glass ,Yes , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> EATX</li> Micro ATX</li> Mini ITX</li> SSI EEB</li> ," 472 mm</li> 18.583""</li> "," 3 x External 5.25""</li> 6 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",8 x Full-Height , 120 mm</li> 140 mm</li> 200 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> 420 mm</li> ," 550 mm x 235 mm x 535 mm</li> 21.654"" x 9.252"" x 21.063""</li> ", 69.149 L</li> 2.442 ft³</li> ,
Asus Prime AP201,Asus , PRIME-AP201-TG-BK | 90DC00G0-B39010 | PRIME AP201-BK TG | AP201/BLK/TG// | ,MicroATX Mini Tower ,Black ,None ,Tempered Glass ,No , USB 3.2 Gen 2 Type-C</li> USB 3.2 Gen 1 Type-A</li> , Micro ATX</li> Mini ITX</li> ," 338 mm</li> 13.307""</li> "," 3 x Internal 3.5""</li> 1 x Internal 2.5""</li> ",4 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> ," 350 mm x 205 mm x 460 mm</li> 13.78"" x 8.071"" x 18.11""</li> ", 33.005 L</li> 1.166 ft³</li> ,
MSI MAG PANO 110R PZ,MSI , MAG PANO 110R PZ | 306-7G28R21-JA4 | ,ATX Mid Tower ,Black ,None ,Tempered Glass ,Yes , USB 3.2 Gen 2x2 Type-C</li> USB 3.2 Gen 1 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 400 mm</li> 15.748""</li> "," 4 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",7 x Full-Height , Rear: 1 x 120 mm</li> Top: 3 x 120 mm / 2 x 140 mm</li> Motherboard Tray: 3 x 120 mm / 2 x 140 mm</li> PSU Shroud: 3 x 120 mm</li> , Rear: 1 x 120 mm (Reversed ARGB PWM)</li> Motherboard Tray: 3 x 120 mm (Reversed ARGB PWM)</li> , Rear: 120 mm</li> Top: 360 / 280 / 240 / 140 / 120 mm</li> ," 420 mm x 225 mm x 485 mm</li> 16.535"" x 8.858"" x 19.094""</li> ", 45.833 L</li> 1.619 ft³</li> ,
Fractal Design North,Fractal Design ,FD-C-NOR1C-03 ,ATX Mid Tower ,White ,None ,Mesh ,Yes , USB 3.2 Gen 2x2 Type-C</li> USB 3.2 Gen 1 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 355 mm</li> 13.976""</li> "," 2 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",7 x Full-Height , Front: 3 x 120 mm / 2 x 140 mm</li> Rear: 1 x 120 mm</li> Top: 2 x 120 mm / 2 x 140 mm</li> Left: 2 x 120 mm / 2 x 140 mm</li> ,Front: 2 x 140 mm (PWM) , Front: 360 / 280 / 240 / 140 / 120 mm</li> Rear: 120 mm</li> Top: 240 / 120 mm</li> ," 447 mm x 215 mm x 469 mm</li> 17.598"" x 8.465"" x 18.465""</li> ", 45.073 L</li> 1.592 ft³</li> ,
NZXT H9 Elite,NZXT ,CM-H91EW-01 ,ATX Mid Tower ,White ,None ,Tempered Glass ,Yes , USB 3.2 Gen 2x2 Type-C</li> USB 3.2 Gen 1 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 435 mm</li> 17.126""</li> "," 2 x Internal 3.5""</li> 4 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> ," 466 mm x 290 mm x 495 mm</li> 18.346"" x 11.417"" x 19.488""</li> ", 66.894 L</li> 2.362 ft³</li> ,
MSI MAG PANO M100R PZ,MSI , MAG PANO M100R PZ WHITE | PANOM100RPZWHT | CAM-PANOM100RPZ-W | 306-7G24W21-809 | ,MicroATX Mid Tower ,White ,None ,Tempered Glass ,Yes , USB 3.2 Gen 2x2 Type-C</li> USB 3.2 Gen 1 Type-A</li> , Micro ATX</li> Mini ITX</li> ," 390 mm</li> 15.354""</li> "," 1 x Internal 3.5""</li> 1 x Internal 2.5""</li> ",5 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 240 mm</li> 360 mm</li> ," 440 mm x 235 mm x 405 mm</li> 17.323"" x 9.252"" x 15.945""</li> ", 41.877 L</li> 1.479 ft³</li> ,
Thermaltake The Tower 300,Thermaltake ,CA-1Y4-00S1WN-00 ,MicroATX Mini Tower ,Black ,None ,Tempered Glass ,Yes , USB 3.2 Gen 2 Type-C</li> USB 3.2 Gen 1 Type-A</li> , Micro ATX</li> Mini ITX</li> ," 400 mm</li> 15.748""</li> ","3 x Internal 3.5"" ",4 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> 420 mm</li> ," 342 mm x 281 mm x 551 mm</li> 13.465"" x 11.063"" x 21.693""</li> ", 52.952 L</li> 1.87 ft³</li> ,
Vetroo AL900,Vetroo ,VT-CASE-AL900-PK ,ATX Mid Tower ,Pink ,None ,Tempered Glass ,No , USB 3.2 Gen 1 Type-A</li> USB 2.0 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 410 mm</li> 16.142""</li> ","2 x Internal 2.5"" ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> ," 424.18 mm x 284.48 mm x 398.78 mm</li> 16.7"" x 11.2"" x 15.7""</li> ", 48.121 L</li> 1.699 ft³</li> ,
Antec P30 AIR,Antec , P30 AIR | 0-761345-10256-8 | ,ATX Mid Tower ,Black ,None ,Tempered Glass ,Yes , USB 3.2 Gen 2 Type-C</li> USB 3.2 Gen 1 Type-A</li> , ATX</li> Micro ATX</li> Mini ITX</li> ," 405 mm</li> 15.945""</li> "," 2 x Internal 3.5""</li> 1 x Internal 2.5""</li> ",7 x Full-Height , Front: 2 x 120 mm / 2 x 140 mm</li> Rear: 1 x 120 mm</li> Top: 3 x 120 mm / 2 x 140 mm</li> PSU Shroud: 2 x 120 mm</li> , Front: 2 x 140 mm (PWM)</li> Rear: 1 x 120 mm (PWM)</li> PSU Shroud: 2 x 120 mm (Reversed PWM)</li> , Front: 240 / 140 / 120 mm</li> Rear: 120 mm</li> Top: 360 / 240 / 120 mm</li> ," 478 mm x 222 mm x 465 mm</li> 18.819"" x 8.74"" x 18.307""</li> ", 49.344 L</li> 1.743 ft³</li> ,
Corsair iCUE 7000X RGB,Corsair ,CC-9011226-WW ,ATX Full Tower ,Black ,None ,Tempered Glass ,Yes , USB 3.2 Gen 2 Type-C</li> USB 3.2 Gen 1 Type-A</li> , ATX</li> EATX</li> Micro ATX</li> Mini ITX</li> ," 450 mm</li> 17.717""</li> "," 6 x Internal 3.5""</li> 3 x Internal 2.5""</li> ",8 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> 420 mm</li> 480 mm</li> ," 550 mm x 248 mm x 600 mm</li> 21.654"" x 9.764"" x 23.622""</li> ", 81.84 L</li> 2.89 ft³</li> ,
Fractal Design Meshify 3 Ambience Pro RGB,Fractal Design ,FD-C-MES3A-03 ,ATX Mid Tower ,Black ,None ,Tinted Tempered Glass ,Yes , USB 3.2 Gen 2x2 Type-C</li> USB 3.2 Gen 1 Type-A</li> , ATX</li> EATX</li> Micro ATX</li> Mini ITX</li> ," 349 mm</li> 13.74""</li> "," 2 x Internal 3.5""</li> 2 x Internal 2.5""</li> ",7 x Full-Height , 120 mm</li> 140 mm</li> ,, 120 mm</li> 140 mm</li> 240 mm</li> 280 mm</li> 360 mm</li> ," 433 mm x 229 mm x 507 mm</li> 17.047"" x 9.016"" x 19.961""</li> ", 50.273 L</li> 1.775 ft³</li> ,
DARKROCK Classico Storage Master,DARKROCK ,CP-CASE-DR-CLASSICO ,ATX Mid Tower ,Black ,None ,Mesh ,Yes ,USB 3.2 Gen 1 Type-A , ATX</li> Micro ATX</li> Mini ITX</li> ," 400 mm</li> 15.748""</li> "," 10 x Internal 3.5""</li> 3 x Internal 2.5""</li> ", 7 x Full-Height</li> 2 x Full-Height via Riser</li> , Front: 3 x 120 mm / 2 x 140 mm</li> Rear: 1 x 120 mm</li> Top: 3 x 120 mm / 3 x 140 mm</li> ,, Front: 360 / 280 / 240 / 140 / 120 mm</li> Rear: 120 mm</li> ,,,
HYTE Y60 Snow White,HYTE ,CS-HYTE-Y60-WW ,ATX Mid Tower ,White ,None ,Tempered Glass ,Yes , USB 3.2 Gen 2 Type-C</li> USB 3.2 Gen 1 Type-A</li> , ATX</li> EATX</li> Micro ATX</li> Mini ITX</li> ," 375 mm</li> 14.764""</li> ","2 x Internal 3.5"" ", 6 x Half-Height</li> 3 x Full-Height via Riser</li> , Rear: 1 x 120 mm</li> Top: 3 x 120 mm / 2 x 140 mm</li> Bottom: 2 x 120 mm / 2 x 140 mm</li> Right: 2 x 120 mm / 2 x 140 mm</li> , Rear: 1 x 120 mm</li> Bottom: 2 x 120 mm</li> , Rear: 120 mm</li> Top: 360 / 240 / 120 mm</li> Right: 280 / 240 / 140 / 120 mm</li> ," 456 mm x 285 mm x 462 mm</li> 17.953"" x 11.22"" x 18.189""</li> ", 60.042 L</li> 2.12 ft³</li> ,
