Name,Manufacturer,Part #,Socket / CPU,Form Factor,Chipset,Memory Max,Memory Type,Memory Slots,Memory Speed,Color,PCIe x16 Slots,M.2 Slots,SATA 6.0 Gb/s Ports,Onboard Ethernet,Onboard Video,USB 2.0 Headers,USB 3.2 Gen 1 Headers,USB 3.2 Gen 2x2 Headers,Supports ECC,Wireless Networking,RAID Support,Uses Back-Connect Connectors
Supermicro X10SRM-F,Supermicro ,X10SRM-F ,LGA2011-3 Narrow ,Micro ATX ,Intel C612 ,512 GB ,DDR4 ,4 , DDR4-1600 | DDR4-1866 | DDR4-2133 | DDR4-2400 | ,Black / Green ,1 ,2242/2280/22110 M-key ,10 ,2 x 1 Gb/s Ports ,Yes ,2 ,1 ,,Yes ,None ,No ,No 
Asus P10S-M WS,Asus ,P10S-M WS ,LGA1151 ,Micro ATX ,Intel C236 ,64 GB ,DDR4 ,4 ,DDR4-2133 ,Black ,1 ,2242/2260/2280/22110 M-key ,8 ,2 x 1 Gb/s Ports ,Yes ,1 ,2 ,,Yes ,None ,Yes ,No 
Gigabyte GA-990FXA-UD3 Ultra,Gigabyte ,GA-990FXA-UD3 Ultra ,AM3+ ,ATX ,AMD 990FX ,64 GB ,DDR3 ,4 , DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-1866 | DDR3-2000 | ,Black / Silver ,3 ,2242/2260/2280 M-key ,6 ,1 x 1 Gb/s Ports ,No ,3 ,1 ,,No ,None ,Yes ,No 
MSI B250M PRO-VH,MSI , B250M PRO-VH |  | ,LGA1151 ,Micro ATX ,Intel B250 ,32 GB ,DDR4 ,2 , DDR4-2133 | DDR4-2400 | ,Brown / Black ,1 ,2242/2260/2280 M-key ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,None ,No ,No 
Gigabyte GA-Z270-HD3P,Gigabyte ,GA-Z270-HD3P ,LGA1151 ,ATX ,Intel Z270 ,64 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-3000 | DDR4-3200 | DDR4-3300 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3666 | DDR4-3733 | DDR4-3800 | DDR4-3866 | ,Black / Gold ,2 ,2242/2260/2280/22110 M-key ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,2 ,,No ,None ,Yes ,No 
Gigabyte GA-Z270XP-SLI,Gigabyte ,GA-Z270XP-SLI ,LGA1151 ,ATX ,Intel Z270 ,64 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-3000 | DDR4-3200 | DDR4-3300 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3666 | DDR4-3733 | DDR4-3800 | DDR4-3866 | ,Black / Red ,3 ,2242/2260/2280 M-key ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,2 ,,No ,None ,Yes ,No 
ASRock H270 Pro4,ASRock , H270 Pro4 | 90-MXB3R0-A0UAYZ | ,LGA1151 ,ATX ,Intel H270 ,64 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | ,Black / White ,2 , 2230 E-key | 2230/2242/2260/2280 M-key | 2230/2242/2260/2280 M-key | ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,3 ,1 ,,No ,None ,Yes ,No 
MSI A320M GAMING PRO,MSI ,A320M GAMING PRO ,AM4 ,Micro ATX ,AMD A320 ,32 GB ,DDR4 ,2 , DDR4-1866 | DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | ,Black / Red ,1 ,2242/2260/2280 M-key ,4 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
MSI A320M GRENADE,MSI , A320M GRENADE | 7A39-003R | ,AM4 ,Micro ATX ,AMD A320 ,32 GB ,DDR4 ,2 , DDR4-1866 | DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | ,Black / Red ,1 ,2242/2260/2280 M-key ,4 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
Asus PRIME X370-A,Asus ,PRIME X370-A ,AM4 ,ATX ,AMD X370 ,64 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | ,Black / Red ,2 ,2242/2260/2280/22110 M-key ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
MSI X299 GAMING PRO CARBON AC,MSI ,X299 GAMING PRO CARBON AC ,LGA2066 ,ATX ,Intel X299 ,128 GB ,DDR4 ,8 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-3000 | DDR4-3200 | DDR4-3300 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-4000 | DDR4-4133 | DDR4-4266 | ,Black / Silver ,4 , 2242/2260/2280 M-key | 2242/2260/2280/22110 M-key | ,8 ,1 x 1 Gb/s Ports (Intel I219-V) ,No ,2 ,2 ,,No ,Wi-Fi 5 ,Yes ,No 
MSI Z370 KRAIT GAMING,MSI , Z370 KRAIT GAMING |  | 7B46-001R | ,LGA1151 ,ATX ,Intel Z370 ,64 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-3000 | DDR4-3200 | DDR4-3300 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-3866 | DDR4-4000 | ,Black / White ,3 , 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,2 ,,No ,None ,Yes ,No 
MSI H270-A PRO,MSI ,H270-A PRO ,LGA1151 ,ATX ,Intel H270 ,64 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | ,Black / Silver ,2 ,2242/2260/2280/22110 M-key ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,2 ,,No ,None ,Yes ,No 
Gigabyte B360M H,Gigabyte ,B360M H ,LGA1151 ,Micro ATX ,Intel B360 ,32 GB ,DDR4 ,2 , DDR4-2133 | DDR4-2400 | DDR4-2666 | ,Silver / Red ,1 ,2242/2260/2280 M-key ,4 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,None ,No ,No 
Gigabyte B360N AORUS GAMING WIFI,Gigabyte ,B360N AORUS GAMING WIFI ,LGA1151 ,Mini ITX ,Intel B360 ,32 GB ,DDR4 ,2 , DDR4-2133 | DDR4-2400 | DDR4-2666 | ,Black / Orange ,1 ,2260/2280 M-key ,4 ,1 x 1 Gb/s Ports ,Depends on CPU ,1 ,1 ,,No ,Wi-Fi 5 ,No ,No 
Gigabyte B360M D2V,Gigabyte ,B360M D2V ,LGA1151 ,Micro ATX ,Intel B360 ,32 GB ,DDR4 ,2 , DDR4-2133 | DDR4-2400 | DDR4-2666 | ,Silver / Black ,1 ,2242/2260/2280 M-key ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,None ,No ,No 
MSI H310-A PRO,MSI , H310-A PRO |  | ,LGA1151 ,ATX ,Intel H310 ,32 GB ,DDR4 ,2 , DDR4-2133 | DDR4-2400 | DDR4-2666 | ,Brown / Black ,1 ,,4 ,1 x 1 Gb/s Ports ,Depends on CPU ,1 ,1 ,,No ,None ,No ,No 
ASRock X370M-HDV,ASRock ,X370M-HDV ,AM4 ,Micro ATX ,AMD X370 ,32 GB ,DDR4 ,2 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | ,Black / Silver ,1 ,2242/2260/2280 M-key ,4 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
MSI B450M BAZOOKA PLUS,MSI ,B450M BAZOOKA PLUS ,AM4 ,Micro ATX ,AMD B450 ,64 GB ,DDR4 ,4 , DDR4-1866 | DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3333 | ,Black ,1 ,2242/2260/2280/22110 M-key ,4 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,2 ,,No ,None ,Yes ,No 
MSI A320M PRO-M2,MSI ,A320M PRO-M2 ,AM4 ,Micro ATX ,AMD A320 ,32 GB ,DDR4 ,2 , DDR4-1866 | DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | ,Black ,1 ,2242/2260/2280 M-key ,4 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
MSI H110M PRO-VH,MSI ,H110M PRO-VH ,LGA1151 ,Micro ATX ,Intel H110 ,32 GB ,DDR4 ,2 ,DDR4-2133 ,Brown / Silver ,1 ,,4 ,1 x 1 Gb/s Ports ,Depends on CPU ,1 ,1 ,,No ,None ,No ,No 
Gigabyte X470 AORUS GAMING 7 WIFI-50,Gigabyte ,X470 AORUS GAMING 7 WIFI-50 ,AM4 ,ATX ,AMD X470 ,64 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3333 | DDR4-3400 | DDR4-3600 | ,Black / Silver ,3 , 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,2 ,,No ,Wi-Fi 5 ,Yes ,No 
ASRock X470 Master SLI,ASRock , X470 Master SLI | 90-MXB7F0-A0UAYZ | ,AM4 ,ATX ,AMD X470 ,64 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | ,Black ,2 , 2230/2242/2260/2280 M-key | 2230/2242/2260/2280 M-key | ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,2 ,,No ,None ,Yes ,No 
Gigabyte GA-B365M-HD3,Gigabyte ,GA-B365M-HD3 ,LGA1151 ,Micro ATX ,Intel B365 ,32 GB ,DDR4 ,2 , DDR4-2133 | DDR4-2400 | DDR4-2666 | ,Black / Silver ,2 ,2242/2260/2280 M-key ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,None ,No ,No 
Gigabyte Z490 AORUS XTREME,Gigabyte , Z490 AORUS XTREME | GAZ49XTRM-00-G | ,LGA1200 ,EATX ,Intel Z490 ,128 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3300 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3666 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4266 | DDR4-4300 | DDR4-4400 | DDR4-4500 | DDR4-4600 | DDR4-4700 | DDR4-4800 | DDR4-5000 | ,Black / Silver ,3 , 2242/2280/22110 M-key | 2242/2280/22110 M-key | 2242/2260/2280/22110 M-key | 2230 E-key | ,6 , 1 x 10 Gb/s Ports (Aquantia) | 1 x 2.5 Gb/s Ports (Intel) | ,Depends on CPU ,1 ,1 ,,No ,Wi-Fi 6 ,Yes ,No 
ASRock H470M-ITX/ac,ASRock , H470M-ITX/ac | 90-MXBCL0-A0UAYZ | ,LGA1200 ,Mini ITX ,Intel H470 ,64 GB ,DDR4 ,2 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | ,Black / Silver ,1 , 2280 M-key | 2280 M-key | ,4 , 1 x 1 Gb/s Ports (Intel I219-V) | 1 x 2.5 Gb/s Ports (Realtek Dragon RTL8125BG) | ,Depends on CPU ,1 ,1 ,,No ,Wi-Fi 5 ,Yes ,No 
Asus Pro Q470M-C/CSM,Asus , Pro Q470M-C/CSM | 90MB1380-M0EAYC | ,LGA1200 ,Micro ATX ,Intel Q470 ,128 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | ,Green ,1 , 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | 2230 E-key | ,6 ,1 x 1 Gb/s Ports (Intel I219-LM) ,Depends on CPU ,1 ,1 ,,No ,None ,Yes ,No 
Gigabyte GA-B460M AORUS ELITE,Gigabyte ,GA-B460M AORUS ELITE ,LGA1200 ,Micro ATX ,Intel B460 ,128 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | ,Black / Orange ,2 , 2242/2260/2280/22110 M-key | 2242/2260/2280 M-key | ,6 ,1 x 1 Gb/s Ports (Intel) ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
Biostar H410MH,Biostar ,H410MH ,LGA1200 ,Micro ATX ,Intel H410 ,64 GB ,DDR4 ,2 , DDR4-1866 | DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | ,Black ,1 ,2242/2260/2280 M-key ,4 ,1 x 1 Gb/s Ports (Realtek RTL8111H) ,Depends on CPU ,1 ,1 ,,No ,None ,No ,No 
Biostar A32M2,Biostar ,A32M2 ,AM4 ,Micro ATX ,AMD A320 ,32 GB ,DDR4 ,2 , DDR4-1866 | DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3200 | ,Black ,1 ,2242/2260/2280 M-key ,4 ,1 x 1 Gb/s Ports ,Depends on CPU ,2 ,,,No ,None ,Yes ,No 
Asus Pro B560M-CT/CSM,Asus ,Pro B560M-CT/CSM ,LGA1200 ,Micro ATX ,Intel B560 ,128 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3200 | DDR4-3333 | DDR4-3466 | DDR4-3600 | DDR4-3733 | DDR4-4000 | DDR4-4266 | DDR4-4400 | DDR4-4600 | ,Green ,1 , 2242/2260/2280 M-key (Intel Rocket Lake-based CPUs only) | 2242/2260/2280 M-key | 2230 E-key | ,6 ,1 x 1 Gb/s Ports (Intel I219-V) ,Depends on CPU ,2 ,1 ,,No ,None ,No ,No 
Gigabyte Z590M GAMING X,Gigabyte ,Z590M GAMING X ,LGA1200 ,Micro ATX ,Intel Z590 ,128 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3300 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3666 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4266 | DDR4-4300 | DDR4-4400 | DDR4-4500 | DDR4-4600 | DDR4-4700 | DDR4-4800 | DDR4-4933 | DDR4-5000 | DDR4-5133 | DDR4-5333 | ,Black / Silver ,2 , 2260/2280 M-key (Intel Rocket Lake-based CPUs only) | 2260/2280/22110 M-key | ,6 ,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
Gigabyte B660M D2H DDR4,Gigabyte ,B660M D2H DDR4 ,LGA1700 ,Micro ATX ,Intel B660 ,64 GB ,DDR4 ,2 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3300 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3666 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4266 | DDR4-4300 | DDR4-4400 | DDR4-4500 | DDR4-4600 | DDR4-4700 | DDR4-4800 | DDR4-4933 | DDR4-5000 | DDR4-5133 | DDR4-5333 | ,Black ,1 , 2260/2280 M-key | 2260/2280 M-key | ,4 ,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,3 ,1 ,,No ,None ,Yes ,No 
EVGA Z690 CLASSIFIED,EVGA ,121-AL-E698-KR ,LGA1700 ,EATX ,Intel Z690 ,128 GB ,DDR5 ,4 , DDR5-4000 | DDR5-4200 | DDR5-4400 | DDR5-4600 | DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | ,Black / Silver ,2 , 2260/2280/22110 M-key | 2260/2280/22110 M-key | 2260/2280/22110 M-key | 2230 E-key | ,8 ,2 x 2.5 Gb/s Ports ,Depends on CPU ,3 ,1 ,,No ,Wi-Fi 6 ,Yes ,No 
MSI Z590 PRO WIFI (CEC),MSI ,Z590 PRO WIFI (CEC) ,LGA1200 ,ATX ,Intel Z590 ,128 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2666 | DDR4-2933 | DDR4-3200 | DDR4-4000 | DDR4-4400 | DDR4-4700 | DDR4-5333 | ,Black / Silver ,4 , 2242/2260/2280/22110 M-key (Intel Rocket Lake-based CPUs only) | 2242/2260/2280 M-key | 2230 E-key | ,6 ,1 x 2.5 Gb/s Ports (Intel I225-V) ,Depends on CPU ,2 ,2 ,,No ,Wi-Fi 6E ,Yes ,No 
ASRock Z690-C/D5,ASRock ,Z690-C/D5 ,LGA1700 ,ATX ,Intel Z690 ,192 GB ,DDR5 ,4 , DDR5-4400 | DDR5-4800 | DDR5-5200 | DDR5-5600 | DDR5-6000 | DDR5-6400 | ,Black / Silver ,3 , 2260/2280 M-key | 2242/2260/2280 M-key | 2260/2280/22110 M-key | 2280 M-key | 2230 E-key | ,4 ,1 x 1 Gb/s Ports (Intel I219-V) ,Depends on CPU ,1 ,2 ,1 ,No ,Wi-Fi 6E ,Yes ,No 
MSI PRO B650M-A,MSI ,PRO B650M-A ,AM5 ,Micro ATX ,AMD B650 ,192 GB ,DDR5 ,4 , DDR5-4000 | DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-6000 | DDR5-6200 | DDR5-6400 | ,Black / Silver ,2 , 2260/2280 M-key | 2260/2280 M-key | ,4 ,1 x 2.5 Gb/s Ports (Realtek RTL8125BG) ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
ASRock H310CM-HG4,ASRock ,H310CM-HG4 ,LGA1151 ,Micro ATX ,Intel H310 ,32 GB ,DDR4 ,2 , DDR4-2133 | DDR4-2400 | DDR4-2666 | ,Black / Silver ,1 ,,4 ,1 x 1 Gb/s Ports (Realtek RTL8111H) ,Depends on CPU ,1 ,1 ,,No ,None ,No ,No 
Gigabyte Z790 S WIFI DDR4 (rev. 1.1/1.2),Gigabyte ,Z790 S WIFI DDR4 (rev. 1.1/1.2) ,LGA1700 ,ATX ,Intel Z790 ,128 GB ,DDR4 ,4 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3000 | DDR4-3200 | DDR4-3333 | DDR4-3400 | DDR4-3466 | DDR4-3600 | DDR4-3666 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4000 | DDR4-4133 | DDR4-4266 | DDR4-4300 | DDR4-4400 | DDR4-4500 | DDR4-4600 | DDR4-4700 | DDR4-4800 | DDR4-4933 | DDR4-5000 | DDR4-5133 | DDR4-5333 | ,Black ,3 , 2280/22110 M-key | 2280/22110 M-key | 2280/22110 M-key | ,4 ,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,2 ,1 ,,No ,Wi-Fi 6E ,Yes ,No 
Asus PRIME B760M-F,Asus ,PRIME B760M-F ,LGA1700 ,Micro ATX ,Intel B760 ,96 GB ,DDR5 ,2 , DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7400 | DDR5-7600 | DDR5-7800 | DDR5-8000 | ,Black / Gray ,1 , 2242/2260/2280 M-key | 2242/2260/2280 M-key | ,4 ,1 x 1 Gb/s Ports (Realtek) ,Depends on CPU ,1 ,1 ,,No ,None ,Yes ,No 
ASRock B650M PG Riptide WiFi White,ASRock ,B650M PG Riptide WiFi White ,AM5 ,Micro ATX ,AMD B650 ,256 GB ,DDR5 ,4 , DDR5-4400 | DDR5-4800 | DDR5-5200 | DDR5-5600 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | ,White / Black ,2 , 2260/2280 M-key | 2260/2280 M-key | 2230 E-key | ,4 ,1 x 2.5 Gb/s Ports (Realtek Dragon RTL8125BG) ,Depends on CPU ,2 ,2 ,,No ,Wi-Fi 6E ,Yes ,No 
Asus PRIME H610M-F WIFI D4,Asus ,PRIME H610M-F WIFI D4 ,LGA1700 ,Micro ATX ,Intel H610 ,64 GB ,DDR4 ,2 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3000 | DDR4-3200 | ,Black / Silver ,1 , 2242/2260/2280 M-key | 2242/2260/2280 M-key | ,2 ,1 x 1 Gb/s Ports (Realtek) ,Depends on CPU ,1 ,1 ,,No ,Wi-Fi 6 ,No ,No 
MSI H510M PLUS II,MSI ,H510M PLUS II ,LGA1200 ,Micro ATX ,Intel Z490 ,64 GB ,DDR4 ,2 , DDR4-2133 | DDR4-2933 | ,Black ,1 ,2242/2260/2280 M-key ,4 ,1 x 1 Gb/s Ports (Realtek RTL8111H) ,Depends on CPU ,2 ,1 ,,No ,None ,No ,No 
ASRock A620M-C R2.0,ASRock ,A620M-C R2.0 ,AM5 ,Micro ATX ,AMD A620 ,256 GB ,DDR5 ,4 , DDR5-4800 | DDR5-5200 | DDR5-5600 | DDR5-6000 | DDR5-6400 | DDR5-6800 | ,Black ,4 , 2260/2280 M-key | 2260/2280 M-key | 2260/2280 M-key | ,4 ,1 x 1 Gb/s Ports (Realtek RTL8111H) ,Depends on CPU ,2 ,2 ,,No ,Wi-Fi 5 ,Yes ,No 
Biostar B850MT2-E DJ,Biostar ,B850MT2-E DJ ,AM5 ,Micro ATX ,AMD B850 ,128 GB ,DDR5 ,2 , DDR5-5200 | DDR5-5600 | DDR5-8000 | ,Black ,1 , 2260/2280 M-key | 2280 M-key | 2230 E-key | ,2 ,1 x 2.5 Gb/s Ports (Realtek RTL8125D) ,Depends on CPU ,2 ,1 ,,No ,None ,Yes ,No 
Supermicro MBD-X11SAE-F-O,Supermicro , MBD-X11SAE-F-O | X11SAE-F-O | ,LGA1151 ,ATX ,Intel C236 ,64 GB ,DDR4 ,4 , DDR4-1600 | DDR4-1866 | DDR4-2133 | ,Black / Green ,2 ,2242/2260/2280 M-key ,8 ,2 x 1 Gb/s Ports ,Yes ,2 ,2 ,,Yes ,None ,Yes ,No 
MSI H410I PRO WIFI,MSI , H410I PRO WIFI | 7C86-004R | ,LGA1200 ,Mini ITX ,Intel H410 ,64 GB ,DDR4 ,2 , DDR4-2666 | DDR4-2933 | ,Black / Silver ,1 , 2280 M-key | 2230 E-key | ,4 ,1 x 1 Gb/s Ports (Intel I219-V) ,Depends on CPU ,1 ,1 ,,No ,Wi-Fi 5 ,No ,No 
MAXSUN Challenger H610M ITX 2LAN,MAXSUN , MS-Challenger H610M ITX 2LAN | Challenger H610M ITX 2LAN | ,LGA1700 ,Mini ITX ,Intel H610 ,64 GB ,DDR4 ,2 , DDR4-2133 | DDR4-5000 | ,Black ,1 , 2280 M-key | 2280 M-key | 2230 E-key | ,4 , 1 x 1 Gb/s Ports (Realtek RTL8111H) | 1 x 2.5 Gb/s Ports (Realtek RTL8125BG) | ,Depends on CPU ,1 ,1 ,,No ,None ,No ,No 
Asus Z87I-Deluxe,Asus ,Z87I-DELUXE ,LGA1150 ,Mini ITX ,Intel Z87 ,16 GB ,DDR3 ,2 , DDR3-1333 | DDR3-1600 | DDR3-1800 | DDR3-1866 | DDR3-2000 | DDR3-2133 | DDR3-2200 | DDR3-2400 | DDR3-2500 | DDR3-2600 | DDR3-2666 | DDR3-2800 | DDR3-2933 | DDR3-3000 | ,,1 ,,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,1 ,1 ,,No ,Wi-Fi 4 ,Yes ,No 
Asus A620M-AYW WIFI,Asus ,A620M-AYW WIFI ,AM5 ,Micro ATX ,AMD A620 ,96 GB ,DDR5 ,2 , DDR5-4800 | DDR5-5000 | DDR5-5200 | DDR5-5400 | DDR5-5600 | DDR5-5800 | DDR5-6000 | DDR5-6200 | DDR5-6400 | DDR5-6600 | DDR5-6800 | DDR5-7000 | DDR5-7200 | DDR5-7400 | DDR5-7600 | DDR5-7800 | DDR5-8000 | ,Silver / Black ,1 , 2242/2260/2280 M-key | 2242/2260/2280 M-key | ,4 ,1 x 2.5 Gb/s Ports (Realtek) ,Depends on CPU ,1 ,1 ,,No ,Wi-Fi 6 ,Yes ,No 
Asus P8Z77-V PREMIUM,Asus ,P8Z77-V PREMIUM ,LGA1155 ,ATX ,Intel Z77 ,32 GB ,DDR3 ,4 , DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-1800 | DDR3-1866 | DDR3-2000 | DDR3-2133 | DDR3-2200 | DDR3-2400 | DDR3-2600 | DDR3-2800 | ,Black / Blue ,4 ,,6 ,2 x 1 Gb/s Ports ,Depends on CPU ,2 ,1 ,,No ,Wi-Fi 4 ,Yes ,No 
MSI B150M MORTAR ARCTIC,MSI ,B150M MORTAR ARCTIC ,LGA1151 ,Micro ATX ,Intel B150 ,64 GB ,DDR4 ,4 ,DDR4-2133 ,White ,2 ,2242/2260/2280 M-key ,6 ,1 x 1 Gb/s Ports ,Depends on CPU ,1 ,1 ,,No ,None ,No ,No 
Gigabyte H510M K,Gigabyte ,H510M K ,LGA1200 ,Micro ATX ,Intel H510 ,64 GB ,DDR4 ,2 , DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2933 | DDR4-3000 | DDR4-3200 | ,Black ,1 ,2280 M-key ,2 ,1 x 1 Gb/s Ports (Realtek) ,Depends on CPU ,1 ,1 ,,No ,None ,No ,No 
Gigabyte H610M H,Gigabyte ,H610M H ,LGA1700 ,Micro ATX ,Intel H610 ,64 GB ,DDR5 ,2 , DDR5-4400 | DDR5-4800 | DDR5-5200 | DDR5-5600 | ,Brown / Silver ,1 ,2260/2280 M-key ,4 ,1 x 1 Gb/s Ports (Realtek) ,Depends on CPU ,2 ,1 ,,No ,None ,No ,No 
Biostar B760MX2-E PRO D4,Biostar ,B760MX2-E PRO D4 ,LGA1700 ,Micro ATX ,Intel B760 ,128 GB ,DDR4 ,4 , DDR4-1866 | DDR4-2133 | DDR4-2400 | DDR4-2666 | DDR4-2800 | DDR4-2933 | DDR4-3200 | DDR4-3600 | DDR4-3733 | DDR4-3800 | DDR4-3866 | DDR4-4600 | ,Silver / Black ,1 , 2280 M-key | 2242/2260/2280 M-key | 2230 E-key | ,8 ,1 x 2.5 Gb/s Ports (Realtek RTL8125B) ,Depends on CPU ,3 ,1 ,,No ,None ,Yes ,No 
Intel DG45ID,Intel ,BOXDG45ID ,LGA775 ,Micro ATX ,Intel G45 ,8 GB ,DDR2 ,4 , DDR2-667 | DDR2-800 | ,Blue / Silver ,1 ,,,1 x 1 Gb/s Ports ,Yes ,3 ,,,No ,None ,Yes ,No 
Asus P7P55D,Asus ,P7P55D ,LGA1156 ,ATX ,Intel P55 ,16 GB ,DDR3 ,4 , DDR3-1066 | DDR3-1333 | DDR3-1600 | DDR3-2200 | ,Black / Blue ,2 ,,,1 x 1 Gb/s Ports ,No ,3 ,,,No ,None ,Yes ,No 
