Name,Manufacturer,Model,Part #,Fan RPM,Noise Level,Color,Height,CPU Socket,Water Cooled,Fanless
Thermalright Assassin X Refined SE RGB,Thermalright ,,AX120 Refined SE ARGB ,1550 RPM ,25.6 dB ,Black / Silver ,148 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Noctua NH-U12S chromax.black,Noctua ,, NH-U12S chromax.black | NH-U12S CH.BK | NH-U12S-CH-BK | ,300 - 1500 RPM ,18.6 - 22.4 dB ,Black ,158 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Thermaltake Gravity i2,Thermaltake ,Gravity i2 ,CLP0556-D ,1800 RPM ,21.3 dB ,,63 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
be quiet! Silent Loop 3,be quiet! ,,BW026 ,1900 RPM ,19.4 - 34.3 dB ,Black ,94 mm , AM4 | AM5 | sTR4 | sTRX4 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 420 mm ,No 
EK EK-Nucleus AIO CR360 Lux D-RGB,EK ,, EK-Nucleus AIO CR360 Lux D-RGB | 3831109851685 | ,550 - 2300 RPM ,36 dB ,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Deepcool AK620 ZERO DARK,Deepcool ,AK620 ZERO DARK , R-AK620-BKNNMT-G-1 | AK620 ZERO DARK | ,500 - 1850 RPM ,28 dB ,Black ,160 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Thermalright AXP90-X47,Thermalright ,,AXP90-X47 FULL ,2700 RPM ,22.4 dB ,Orange / Brown ,47 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Thermalright Frozen Warframe ARGB,Thermalright ,, Frozen Warframe 360 BLACK ARGB | FW360 BLACK ARGB-Ying-D5 | ,2000 RPM ,22.1 dB ,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Lian Li Hydroshift II LCD-C TL,Lian Li ,, GHS2LCD36TB | G89.GHS2LCD36TB.00 | HS2LCD36TB | ,200 - 2600 RPM ,33 dB ,Black ,69 mm , AM4 | AM5 | LGA1700 | LGA1851 | ,Yes - 360 mm ,No 
Thermalright Frozen Notte ARGB,Thermalright ,,Frozen Notte 240 WHITE ARGB ,2000 RPM ,27.7 dB ,White ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
NZXT Kraken Elite RGB (2025),NZXT ,Kraken Elite 420 RGB (2025) ,RL-KR42E-W2 ,500 - 2000 RPM ,34.5 dB ,White ,65 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 420 mm ,No 
NZXT Kraken Elite 280 RGB (2024),NZXT ,Kraken Elite 280 RGB (2024) ,RL-KR28E-B2 ,500 - 2000 RPM ,34.5 dB ,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 280 mm ,No 
Thermalright Assassin King SE ARGB,Thermalright ,, AK120 SE WHITE ARGB-D6-2 | TL-AK120 SE White | TL-AK120 SE WHITE ARGB | ,1550 RPM ,25.6 dB ,White ,148 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Noctua NH-L12S,Noctua ,,NH-L12S ,450 - 1850 RPM ,16.8 - 23.9 dB ,,70 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Noctua NH-D15S chromax.black,Noctua ,, NH-D15S chromax.black | NH-D15S CH.BK | ,300 - 1500 RPM ,19.2 - 24.6 dB ,Black ,160 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Thermalright Assassin X 120 R Digital ARGB,Thermalright ,Assassin X 120 R Digital ARGB ,Assassin X 120 R Digital ARGB WHITE ,2000 RPM ,29.8 dB ,White ,151 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
be quiet! Dark Rock 5,be quiet! ,,BK035 ,2100 RPM ,11.9 - 29.8 dB ,Black ,161 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Thermalright Peerless Assassin 140,Thermalright ,Peerless Assassin 140 , Peerless Assassin 140 BLACK | PA140 BLACK | ,1500 RPM ,25.6 dB ,Black ,158 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
ARCTIC Freezer 36 A-RGB,ARCTIC ,Freezer 36 A-RGB ,ACFRE00124A ,200 - 2000 RPM ,,Black ,159 mm , AM4 | AM5 | LGA1700 | LGA1851 | ,No ,No 
Montech HyperFlow ARGB 360,Montech ,HyperFlow ARGB 360 , HyperFlow ARGB 360 Black | Hyperflow ARGB 360 (B) | HYPERFLOW-360-ARGB-B | HYPERFLOWARGB360B | HyperFlow ARGB 360 | ,2200 RPM ,29.1 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Noctua NH-U12A,Noctua ,NH-U12A ,nh-u12a ,450 - 2000 RPM ,18.8 - 22.6 dB ,Brown ,158 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
NZXT Kraken 280,NZXT ,Kraken 280 ,RL-KN280-B1 ,500 - 1500 RPM ,19.4 - 32.1 dB ,Black ,56 mm , AM4 | AM5 | sTR4 | sTRX4 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 280 mm ,No 
Cooler Master MASTERLIQUID ML240L RGB V2,Cooler Master ,MASTERLIQUID ML240L RGB V2 ,MLW-D24M-A18PC-R2 ,650 - 1800 RPM ,6 - 27 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
NZXT Kraken Elite 240 (2024),NZXT ,Kraken Elite 240 (2024) ,RL-KN24E-B2 ,500 - 2000 RPM ,30 dB ,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 240 mm ,No 
Lian Li Hydroshift II LCD-S 360 TL,Lian Li ,Hydroshift II LCD-S 360 TL , GHS2LCDS36TW | HS2LCDS36TW | G89.GHS2LCDS36TW.00 | ,200 - 2600 RPM ,33 dB ,White ,62 mm , AM4 | AM5 | LGA1700 | LGA1851 | ,Yes - 360 mm ,No 
Thermalright Aqua Elite V3,Thermalright ,,Aqua Elite 120 V3 ,1500 RPM ,25.6 dB ,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 120 mm ,No 
Lian Li Galahad II Trinity SL-INF,Lian Li ,, GA2T36INW | G89.GA2T36INW.00 | ,2100 RPM ,29 dB ,White ,69 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 360 mm ,No 
Thermalright AQUA ELITE ARGB V4,Thermalright ,,AQUA ELITE 360 WHITE ARGB V4 ,1550 RPM ,25.6 dB ,White ,48 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
ARCTIC Liquid Freezer III 240,ARCTIC ,Liquid Freezer III 240 ,ACFRE00134A ,200 - 1800 RPM ,,Black ,, AM4 | AM5 | LGA1700 | LGA1851 | ,Yes - 240 mm ,No 
Corsair iCUE LINK TITAN 360 RX RGB,Corsair ,iCUE LINK TITAN 360 RX RGB ,CW-9061021-WW ,300 - 2100 RPM ,,White ,, AM4 | AM5 | LGA1700 | LGA1851 | ,Yes - 360 mm ,No 
Asus ProArt LC 420,Asus ,, ProArt LC 420 | 90RC00N0-M0CAY0 | 90RC00N0-M0UAY0 | 90RC00N0-M0JAY0 | 90RC00N0-M0AAY0 | 90RC00N0-M0TAY0 | ,800 - 2000 RPM ,31.5 dB ,Black ,49 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 420 mm ,No 
Thermalright Frozen Prism,Thermalright ,,Frozen Prism 360 BLACK ,1850 RPM ,27 dB ,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
MSI MAG CORELIQUID A13,MSI ,, MAG CORELIQUID A13 360 WHITE | 306-7ZWDA21-L80 | ,,,White ,57 mm , AM4 | AM5 | LGA1700 | LGA1851 | ,Yes - 360 mm ,No 
be quiet! Pure Rock Slim 2,be quiet! ,Pure Rock Slim 2 ,BK030 ,,13.1 - 25.4 dB ,Black / Silver ,135 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Thermalright Frozen Notte ARGB,Thermalright ,,Frozen Notte 240 BLACK ARGB ,2000 RPM ,27.7 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Corsair NAUTILUS 240 RS ARGB,Corsair ,NAUTILUS 240 RS ARGB ,CW-9060094-WW ,2100 RPM ,34 dB ,White ,, AM4 | AM5 | LGA1700 | LGA1851 | ,Yes - 240 mm ,No 
Noctua NH-L9i chromax.black,Noctua ,, NH-L9i chromax.black | NH-L9i CH.BK | NH-L9I-CH-BK | ,600 - 2500 RPM ,14.8 - 23.6 dB ,Black ,37 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
Thermalright Peerless Assassin 120 SE,Thermalright ,Peerless Assassin 120 SE , PA120SE BLACK | Peerless Assassin 120 SE BLACK | THR-PEERLESS-ASSASSIN-120-SE-BLACK | ,1550 RPM ,25.6 dB ,Black ,155 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Corsair NAUTILUS 240 RS,Corsair ,NAUTILUS 240 RS ,CW-9060088-WW ,2100 RPM ,34 dB ,Black ,, AM4 | AM5 | LGA1700 | LGA1851 | ,Yes - 240 mm ,No 
Lian Li Galahad II Lite RGB,Lian Li ,, GA2L36RB | G89.GA2L36RB.00 | ,300 - 2500 RPM ,34.8 dB ,Black ,67 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 360 mm ,No 
Asus ROG RYUJIN II ARGB,Asus ,, ROG RYUJIN II 360 ARGB | 90RC00B1-S0P000 | 90RC00B1-M0UAY0 | ,,,Black ,, AM4 | AM5 | sTR4 | sTRX4 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Phanteks Glacier One 360M25 G2,Phanteks ,Glacier One 360M25 G2 , PH-GO360M25G2_DBK02 | PH-G0360M25G2_DBK02 | ,350 - 2000 RPM ,35.13 dB ,Black ,69 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Deepcool LE360 V2,Deepcool ,LE360 V2 ,R-LE360-BKAMMC-G-2 ,500 - 2100 RPM ,31.6 dB ,Black ,65 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 360 mm ,No 
Cooler Master Hyper 212 EVO,Cooler Master ,Hyper 212 EVO , RR-212E-20PK-R2 | RR-212E-16PK-R1 | ,600 - 2000 RPM ,9 - 36 dB ,,159 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
ID-COOLING FROZN A410 SE,ID-COOLING ,,FROZN A410 SE ,300 - 1800 RPM ,24.8 dB ,Black ,152 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Lian Li Hydroshift II LCD-C CL,Lian Li ,, GHS2LCD36RB | G89.GHS2LCD36RB.00 | HS2LCD36RB | ,200 - 2600 RPM ,31 dB ,Black ,69 mm , AM4 | AM5 | LGA1700 | LGA1851 | ,Yes - 360 mm ,No 
Asus ROG Ryuo IV SLC 360 ARGB,Asus ,ROG Ryuo IV SLC 360 ARGB , 90RC0152-B0EAY0 | ROG Ryuo IV SLC 360 ARGB White | ,800 - 2650 RPM ,39.6 dB ,White ,133 mm , AM4 | AM5 | LGA1700 | LGA1851 | ,Yes - 360 mm ,No 
Noctua NH-L9i,Noctua ,,NH-L9i ,600 - 2500 RPM ,14.8 - 23.6 dB ,Brown ,37 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
Noctua NH-U9S chromax.black,Noctua ,, NH-U9S chromax.black | NH-U9S CH.BK | NH-U9S-CH-BK | ,400 - 2000 RPM ,16.3 - 22.8 dB ,Black ,125 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
NZXT Kraken Plus 240,NZXT ,Kraken Plus 240 ,RL-KN240-B2 ,500 - 2000 RPM ,30 dB ,Black ,56 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 240 mm ,No 
Thermalright Wonder Vision 360 UB ARGB,Thermalright ,Wonder Vision 360 UB ARGB , WV360 UB ARGB BLACK D6 | Wonder Vision 360 UB ARGB BLACK | ,2150 RPM ,27 dB ,Black ,107 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
be quiet! Dark Rock Pro 4,be quiet! ,Dark Rock Pro 4 ,BK022 ,1500 RPM ,12.8 - 24.3 dB ,Black ,163 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Thermalright Peerless Assassin 120 Digital ARGB,Thermalright ,Peerless Assassin 120 Digital ARGB , Peerless Assassin 120 Digital ARGB BLACK | PA120 Digital Black ARGB | PA120 Digital ARGB Black | ,1850 RPM ,25.6 dB ,Black ,162 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Thermalright Burst Assassin 120 SE ARGB,Thermalright ,Burst Assassin 120 SE ARGB , BA120 SE ARGB | Burst Assassin 120 SE ARGB | ,1550 RPM ,25.6 dB ,Black / Silver ,148 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Cooler Master I30,Cooler Master ,I30 , RH-I30-26FK-R1 | I30 | ,2600 RPM ,28 dB ,Black / Silver ,55 mm , LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | ,No ,No 
Lian Li Hydroshift II LCD-S 360 CL,Lian Li ,Hydroshift II LCD-S 360 CL , GHS2LCDS36CB | HS2LCDS36CB | G89.GHS2LCDS36CB.00 | ,200 - 2100 RPM ,30 dB ,Black ,62 mm , AM4 | AM5 | LGA1700 | LGA1851 | ,Yes - 360 mm ,No 
Thermalright Frozen Prism ARGB,Thermalright ,, Frozen Prism 360 BLACK ARGB | FP360 BLACK ARGB D6 | ,1850 RPM ,27 dB ,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Zalman CNPS10X Performa,Zalman ,CNPS10X Performa , C10X-Performa-BK | CNPS10X Performa Black | CNPS10X PERFORMA BLK | ,700 - 1500 RPM ,27 dB ,Black ,155 mm , AM4 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Vetroo V240,Vetroo ,V240 , VT-AIO-V240-BK | V240 BK | V240 Black | ,800 - 1800 RPM ,30.8 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA775 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 240 mm ,No 
Thermalright Assassin Spirit 120 EVO DARK,Thermalright ,Assassin Spirit 120 EVO DARK , AS120 EVO DARK D6-DE | AS120 EVO DARK | AS120 EVO DARK D6 | ,1850 RPM ,27 dB ,Black ,156 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Corsair iCUE H150i ELITE LCD XT,Corsair ,iCUE H150i ELITE LCD XT ,CW-9060075-WW ,550 - 2100 RPM ,5 - 34.1 dB ,Black ,, AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | sTR4 | sTRX4 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1366 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
ARCTIC Liquid Freezer III Pro A-RGB,ARCTIC ,,ACFRE00182A ,600 - 3000 RPM ,,Black ,68 mm , AM4 | AM5 | LGA1700 | LGA1851 | ,Yes - 240 mm ,No 
Corsair iCUE LINK TITAN 420 RX RGB,Corsair ,iCUE LINK TITAN 420 RX RGB ,CW-9061019-WW ,300 - 1700 RPM ,,Black ,, AM4 | AM5 | LGA1700 | LGA1851 | ,Yes - 420 mm ,No 
Deepcool AK620,Deepcool ,AK620 ,R-AK620-BKNNMT-G ,500 - 1850 RPM ,28 dB ,Black / Silver ,160 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Deepcool GAMMAXX AG400 ARGB,Deepcool ,, R-AG400-BKANMC-G-2 | AG400 BK ARGB-AMAZON | AG400 BK ARGB | ,500 - 2000 RPM ,31.6 dB ,Black ,150 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Thermalright Assassin X Refined SE PLUS,Thermalright ,, AX120R SE PLUS D6 | AX120 REFINED SE PLUS | ,1550 RPM ,25.6 dB ,Black / Silver ,148 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Thermalright Peerless Assassin 120 SE V3,Thermalright ,Peerless Assassin 120 SE V3 , PA120SE V3 | Peerless Assassin 120 SE V3 | ,2000 RPM ,29.8 dB ,Black / Silver ,155 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
ID-COOLING SE-214-XT PLUS,ID-COOLING ,,SE-214-XT PLUS ,700 - 1800 RPM ,35.2 dB ,Black / Silver ,150 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Thermalright AXP90-X53 FULL,Thermalright ,,AXP90-X53 FULL ,2700 RPM ,22.4 dB ,Copper / Orange ,53 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Thermalright AXP90-X47,Thermalright ,,AXP90-X47 WHITE ,2700 RPM ,22.4 dB ,White ,47 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Noctua NH-L9x65,Noctua ,,NH-L9x65 ,600 - 2500 RPM ,14.8 - 23.6 dB ,,65 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
Thermalright Peerless Assassin MINI,Thermalright ,, Peerless Assassin 120 MINI BLACK | PA120 MINI BLACK | PEERLESS ASSASSIN 120 MINI BK | ,1500 RPM ,25.6 dB ,Black ,135 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,No ,No 
NZXT Kraken Plus 360 RGB,NZXT ,Kraken Plus 360 RGB ,RL-KR360-W2 ,500 - 2400 RPM ,31.9 dB ,White ,56 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 360 mm ,No 
Thermalright AXP90-X36,Thermalright ,,AXP90-X36 BLACK ,2700 RPM ,22.4 dB ,Black ,36 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
NZXT Kraken Elite 360 RGB,NZXT ,Kraken Elite 360 RGB ,RL-KR36E-W1 ,500 - 1800 RPM ,17.9 - 30.6 dB ,White ,60 mm , AM4 | AM5 | sTR4 | sTRX4 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 360 mm ,No 
Noctua NH-L9a-AM4,Noctua ,,NH-L9a-AM4 ,600 - 2500 RPM ,14.8 - 23.6 dB ,Brown ,37 mm , AM2 | AM2+ | AM3 | AM3+ | AM4 | AM5 | FM1 | FM2 | FM2+ | ,No ,No 
Corsair iCUE LINK H100i RGB,Corsair ,iCUE LINK H100i RGB ,CW-9061001-WW ,480 - 2400 RPM ,,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 240 mm ,No 
Lian Li Galahad II LCD SL-INF,Lian Li ,, GA2ALCD36INB | G89.GA2ALCD36INB.00 | ,,29 dB ,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,Yes - 360 mm ,No 
Thermalright Frozen Warframe ARGB,Thermalright ,, Frozen Warframe 360 WHITE ARGB | FW360 White ARGB-Ying-D5 | ,2000 RPM ,22.1 dB ,White ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011 | LGA2011-3 | LGA2066 | ,Yes - 360 mm ,No 
Cooler Master Hyper 212 Pro,Cooler Master ,Hyper 212 Pro ,RR-212S-25PZ-R1 ,690 - 2500 RPM ,32.8 dB ,Black ,152 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
ARCTIC Liquid Freezer III 240 A-RGB,ARCTIC ,Liquid Freezer III 240 A-RGB ,ACFRE00150A ,200 - 2000 RPM ,,White ,, AM4 | AM5 | LGA1700 | LGA1851 | ,Yes - 240 mm ,No 
Thermalright AXP120-X67,Thermalright ,,AXP120-X67 BLACK ARGB ,1800 RPM ,26.1 dB ,Black ,67 mm , AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | ,No ,No 
Asus ROG STRIX LC II ARGB,Asus ,, ROG STRIX LC II 360 ARGB | 90RC00F1-M0AAY0 | 90RC00F1-M0UAY1 | 90RC00F1-M0UAY4 | 90RC00F1-M0UAY0 | ,800 - 2500 RPM ,37.6 dB ,Black ,, AM4 | AM5 | LGA1150 | LGA1151 | LGA1155 | LGA1156 | LGA1200 | LGA1700 | LGA1851 | LGA2011-3 Narrow | ,Yes - 360 mm ,No 
ARCTIC Freezer 36 A-RGB,ARCTIC ,Freezer 36 A-RGB ,ACFRE00125A ,200 - 2000 RPM ,,White ,159 mm , AM4 | AM5 | LGA1700 | LGA1851 | ,No ,No 
Montech LightFlow ARGB,Montech ,, LightFlow ARGB 360 Black | LightFlow ARGB 360 (B) | ,600 - 2000 RPM ,34.3 dB ,Black ,56 mm , AM4 | AM5 | LGA1700 | LGA1851 | ,Yes - 360 mm ,No 
