Name,URL,Image,Type,Efficiency Rating,Wattage,Modular,Color,Price
Deepcool PX1000P,https://pcpartpicker.com/product/yHjRsY/deepcool-px1000p-1000-w-80-platinum-certified-fully-modular-atx-power-supply-r-pxa00p-fc0b-us,https://cdna.pcpartpicker.com/static/forever/images/product/6e24c6b0dfc0c8afd87d5677d951b413.256p.jpg,ATX,80+ Platinum,1000 W,Full,Black / Silver,
Silverstone Extreme 1200R Platinum,https://pcpartpicker.com/product/CzTZxr/silverstone-extreme-1200r-platinum-1200-w-fully-modular-sfx-power-supply-sst-ex1200r-pl,https://cdna.pcpartpicker.com/static/forever/images/product/544607f455e930943377aec4e6689055.256p.jpg,SFX,,1200 W,Full,Black,
iTek GF EVO,https://pcpartpicker.com/product/dYytt6/itek-gf-evo-650-w-80-gold-certified-fully-modular-atx-power-supply-itpsegf650,https://m.media-amazon.com/images/I/51NoglG6AlL.jpg,ATX,80+ Gold,650 W,Full,Black,
SAMA P1200,https://pcpartpicker.com/product/qKdMnQ/sama-p1200-1200-w-80-platinum-certified-fully-modular-atx-power-supply-p1200-whpff001-us,https://cdna.pcpartpicker.com/static/forever/images/product/3fc38027dc58468a586bbd42488a7fdc.256p.jpg,ATX,80+ Platinum,1200 W,Full,White,
Xilence XP650R6.2,https://pcpartpicker.com/product/6HcgXL/xilence-xp650r62-650-w-80-certified-atx-power-supply-xn420,https://cdna.pcpartpicker.com/static/forever/images/product/8aed79a0f8cf935cc284e0be6ac7ddc8.256p.jpg,ATX,80+,650 W,No,Black,
Inter-Tech Argus APS,https://pcpartpicker.com/product/F2kH99/inter-tech-argus-aps-720-w-atx-power-supply-88882119,https://cdna.pcpartpicker.com/static/forever/images/product/eb08abd4b283f558d3f3d239046afb03.256p.jpg,ATX,,720 W,No,Black / Orange,
Corsair HX650,https://pcpartpicker.com/product/KdLypg/corsair-hx650-650-w-80-gold-certified-semi-modular-atx-power-supply-hx650,https://m.media-amazon.com/images/I/51gggiyH3RL.jpg,ATX,80+ Gold,650 W,Semi,,
EVGA SuperNOVA 650 G6,https://pcpartpicker.com/product/gnGbt6/evga-supernova-650-g6-650-w-80-gold-certified-fully-modular-atx-power-supply-220-g6-0650-x1,https://cdna.pcpartpicker.com/static/forever/images/product/4f2ffb4fe322274da5be0dc7ebf24b84.256p.jpg,ATX,80+ Gold,650 W,Full,Black,245.00
EVGA 460 BP,https://pcpartpicker.com/product/hQ4Ycf/evga-460-bp-460-w-80-bronze-certified-atx-power-supply-100-bp-0460-k1,https://cdna.pcpartpicker.com/static/forever/images/product/5e4b6a0075b9d05f8c1234d45aa118d0.256p.jpg,ATX,80+ Bronze,460 W,No,Black,
Thermaltake TR2,https://pcpartpicker.com/product/dTh9TW/thermaltake-power-supply-tr380p,https://images-na.ssl-images-amazon.com/images/I/51iMIincB8L.jpg,ATX,80+ Bronze,380 W,No,,
Athena Power AP-MFATX40,https://pcpartpicker.com/product/vjzv6h/athena-power-ap-mfatx40-400-w-80-bronze-certified-mini-itx-power-supply-ap-mfatx40,/static/forever/img/no-image.png,Mini ITX,80+ Bronze,400 W,No,Silver,
Gigabyte GreenMax Plus,https://pcpartpicker.com/product/286BD3/gigabyte-power-supply-gzems65ac1,https://cdna.pcpartpicker.com/static/forever/images/product/3eef35de0e99a568d0e08763ec354c53.med.256p.jpg,ATX,80+ Bronze,650 W,No,,
Corsair CS450M,https://pcpartpicker.com/product/H9fp99/corsair-cs450m-450-w-80-gold-certified-semi-modular-atx-power-supply-cs450m,https://m.media-amazon.com/images/I/51mUeCOogLL.jpg,ATX,80+ Gold,450 W,Semi,,
PowerSpec PS 650BF,https://pcpartpicker.com/product/4xhKHx/powerspec-650-w-80-bronze-certified-atx-power-supply-ps-650bf,https://m.media-amazon.com/images/I/51kVM0DIx4S.jpg,ATX,80+ Bronze,650 W,No,Black,
SHARKOON WPM Gold Zero 550,https://pcpartpicker.com/product/Kt4BD3/sharkoon-wpm-gold-zero-550-w-80-gold-certified-semi-modular-atx-power-supply-4044951026548,https://cdna.pcpartpicker.com/static/forever/images/product/298719d89d528ce5795b3013fb06f427.256p.jpg,ATX,80+ Gold,550 W,Semi,Black,
SeaSonic PRIME TX,https://pcpartpicker.com/product/HyYmP6/seasonic-prime-tx-1300-w-80-titanium-certified-fully-modular-atx-power-supply-prime-tx-1300,https://cdna.pcpartpicker.com/static/forever/images/product/f6712be842242278a6fc35fa28ea56b9.256p.jpg,ATX,80+ Titanium,1300 W,Full,Black / Silver,
In Win P85FII,https://pcpartpicker.com/product/VHLdnQ/in-win-p85fii-850-w-80-gold-certified-atx-power-supply-iw-ps-pfii850w,https://cdna.pcpartpicker.com/static/forever/images/product/ee0e57ffefcf84d9262b55c38f50c095.256p.jpg,ATX,80+ Gold,850 W,No,Black / Yellow,
Cooler Master MWE BRONZE 750 V3,https://pcpartpicker.com/product/cc9wrH/cooler-master-mwe-bronze-750-v3-750-w-80-bronze-certified-atx-power-supply-mpe-7501-acaaw-3bus,https://cdna.pcpartpicker.com/static/forever/images/product/a38009ed384a072cdf5cb83be626c1b7.256p.jpg,ATX,80+ Bronze,750 W,No,Black,
Corsair RM650i,https://pcpartpicker.com/product/cWDzK8/corsair-rm650i-650-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020081-na,https://cdna.pcpartpicker.com/static/forever/images/product/42d335d93d97f8a8259c42e3ef482ed0.256p.jpg,ATX,80+ Gold,650 W,Full,,
SeaSonic G12 GC,https://pcpartpicker.com/product/FgpzK8/seasonic-g12-gc-850-w-80-gold-certified-atx-power-supply-g12-gc-850,https://cdna.pcpartpicker.com/static/forever/images/product/e975ec51715848bfcc6cb9def3a23e91.256p.jpg,ATX,80+ Gold,850 W,No,Black / Blue,
Corsair CX450M (2021),https://pcpartpicker.com/product/px8bt6/corsair-cx450m-2021-450-w-80-bronze-certified-semi-modular-atx-power-supply-cp-9020219-na,https://cdna.pcpartpicker.com/static/forever/images/product/46c70321e790d26d25647200ab0f60d0.256p.jpg,ATX,80+ Bronze,450 W,Semi,Black,
Thermalright TR-SGFX 650,https://pcpartpicker.com/product/Zskqqs/thermalright-tr-sgfx-650-650-w-80-gold-certified-fully-modular-sfx-power-supply-tr-sgfx-650,https://cdna.pcpartpicker.com/static/forever/images/product/3f167d102247b63d73d2951a4a81f8b8.256p.jpg,SFX,80+ Gold,650 W,Full,Black,
EVGA SuperNOVA 750 B2,https://pcpartpicker.com/product/JYyFf7/evga-supernova-750-b2-750-w-80-bronze-certified-semi-modular-atx-power-supply-110-b2-0750-vr,https://cdna.pcpartpicker.com/static/forever/images/product/0b372dd6fe4cf5e5ee24eaf38b19d22b.256p.jpg,ATX,80+ Bronze,750 W,Semi,,
EVGA SuperNOVA 650 P2,https://pcpartpicker.com/product/6p8H99/evga-supernova-650-p2-650-w-80-platinum-certified-fully-modular-atx-power-supply-220-p2-0650-x1,https://cdna.pcpartpicker.com/static/forever/images/product/1a91d573afc204e9d77582972ef1c677.256p.jpg,ATX,80+ Platinum,650 W,Full,,
GameMax RGB Rainbow,https://pcpartpicker.com/product/L8NgXL/gamemax-rgb-750-w-80-gold-certified-fully-modular-atx-power-supply-rgb-750,https://cdna.pcpartpicker.com/static/forever/images/product/2694772c7ae0c0d6104480f2010e6ae7.256p.jpg,ATX,80+ Gold,750 W,Full,Black,
Cooler Master V650 Gold V2,https://pcpartpicker.com/product/hwdrxr/cooler-master-v650-gold-v2-650-w-80-gold-certified-fully-modular-atx-power-supply-mpy-650v-afbag,https://cdna.pcpartpicker.com/static/forever/images/product/3c583ad4a6f97436479dee273a4f4104.256p.jpg,ATX,80+ Gold,650 W,Full,Black,
EVGA SuperNOVA 1000 P6,https://pcpartpicker.com/product/28PQzy/evga-supernova-1000-p6-1000-w-80-platinum-certified-fully-modular-atx-power-supply-220-p6-1000-x1,https://m.media-amazon.com/images/I/518-VEgd-IL.jpg,ATX,80+ Platinum,1000 W,Full,Black / Silver,
FSP Group HYPER K PRO,https://pcpartpicker.com/product/hWZXsY/fsp-group-hyper-k-pro-700-w-80-certified-atx-power-supply-hk-700,/static/forever/img/no-image.png,ATX,80+,700 W,No,Black / Yellow,
Thermaltake Toughpower iRGB PLUS TT Premium Edition,https://pcpartpicker.com/product/jNBzK8/thermaltake-toughpower-irgb-plus-tt-premium-edition-1650-w-80-titanium-certified-fully-modular-atx-power-supply-ps-tpi-1650f3fdta-1,https://m.media-amazon.com/images/I/412mQhyB6JL.jpg,ATX,80+ Titanium,1650 W,Full,Black,
KOLINK ENCLAVE,https://pcpartpicker.com/product/zpsV3C/kolink-enclave-500-w-80-gold-certified-fully-modular-atx-power-supply-pgw-ps-kol-016,https://cdna.pcpartpicker.com/static/forever/images/product/78bffdd146dcb022cd6bec450adb45d0.256p.jpg,ATX,80+ Gold,500 W,Full,Black,
Cooler Master MWE Gold V2 ATX3.0,https://pcpartpicker.com/product/Nh26Mp/cooler-master-mwe-gold-v2-atx30-1050-w-80-gold-certified-fully-modular-atx-power-supply-mpe-a501-afcag-3,https://m.media-amazon.com/images/I/51s5+hcwcxL.jpg,ATX,80+ Gold,1050 W,Full,Black,
Fractal Design Ion 3 Gold,https://pcpartpicker.com/product/8PWmP6/fractal-design-ion-3-gold-1000-w-80-gold-certified-fully-modular-atx-power-supply-fd-p-ia3g-101,https://cdna.pcpartpicker.com/static/forever/images/product/de9174b0b4c0db6a9545cd13a783f5e6.256p.jpg,ATX,80+ Gold,1000 W,Full,White,159.99
iTek GF750 EVO,https://pcpartpicker.com/product/NFFbt6/itek-gf750-evo-750-w-80-gold-certified-fully-modular-atx-power-supply-itpsegf750,https://m.media-amazon.com/images/I/51y+cWRFlGL.jpg,ATX,80+ Gold,750 W,Full,Black / Red,
Chieftec Vita,https://pcpartpicker.com/product/QYbypg/chieftec-vita-850-w-80-bronze-certified-atx-power-supply-bpx-850-s,https://cdna.pcpartpicker.com/static/forever/images/product/a55b2cba4a51c1301e4fc05b02970d58.256p.jpg,ATX,80+ Bronze,850 W,No,Black / Blue,164.14
be quiet! Dark Power Pro 12,https://pcpartpicker.com/product/sdRgXL/be-quiet-dark-power-pro-12-1500-w-80-titanium-certified-fully-modular-atx-power-supply-bn647,/static/forever/img/no-image.png,ATX,80+ Titanium,1500 W,Full,Black,
Corsair VS500,https://pcpartpicker.com/product/TbcMnQ/corsair-vs500-500-w-80-certified-atx-power-supply-cp-9020118-na,https://cdna.pcpartpicker.com/static/forever/images/product/efddf69c47d644315caa53351019692f.256p.jpg,ATX,80+,500 W,No,,
Super Flower Leadex III Gold,https://pcpartpicker.com/product/VbhmP6/super-flower-leadex-iii-gold-650-w-80-gold-certified-fully-modular-atx-power-supply-sf-650f14hg,https://cdna.pcpartpicker.com/static/forever/images/product/8a43aaaf0a8784345429869b97bba76d.256p.jpg,ATX,80+ Gold,650 W,Full,Black,
Thermaltake Toughpower GF1 PE,https://pcpartpicker.com/product/dJmFf7/thermaltake-toughpower-gf1-pe-750-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0750fnfagu-1,https://cdna.pcpartpicker.com/static/forever/images/product/abe30b855e6348f91ea6209ce62807be.256p.jpg,ATX,80+ Gold,750 W,Full,Black,
Silverstone DA850 Gold,https://pcpartpicker.com/product/crFbt6/silverstone-da850-gold-850-w-80-gold-certified-fully-modular-atx-power-supply-sst-da850-g,https://cdna.pcpartpicker.com/static/forever/images/product/d27d4b21a6c9f86a74da22673fa0a204.256p.jpg,ATX,80+ Gold,850 W,Full,Black / White,
Thermalright TG,https://pcpartpicker.com/product/VsMMnQ/thermalright-tg-750-w-80-gold-certified-fully-modular-atx-power-supply-tg-750,https://cdna.pcpartpicker.com/static/forever/images/product/ef557a6600a067dc0048394a0144f9d2.256p.jpg,ATX,80+ Gold,750 W,Full,Black,
SeaSonic SS-850HT Silver,https://pcpartpicker.com/product/PTh9TW/seasonic-power-supply-ss850htsilver,https://m.media-amazon.com/images/I/41jOZnxmIYL.jpg,ATX,80+ Silver,850 W,No,,99.00
In Win P130II,https://pcpartpicker.com/product/8mKscf/in-win-p130ii-1300-w-80-platinum-certified-fully-modular-atx-power-supply-iw-ps-pii1300w,https://cdna.pcpartpicker.com/static/forever/images/product/02f4aa11413c11f08a737167d37b6bce.256p.jpg,ATX,80+ Platinum,1300 W,Full,Black,249.00
Vida Lite,https://pcpartpicker.com/product/2MjRsY/vida-lite-750-w-atx-power-supply-aa-750-yy,https://cdna.pcpartpicker.com/static/forever/images/product/c29bab79b42b99367b846ecfcec4f808.256p.jpg,ATX,,750 W,No,Black,
FSP Group Hydro PTM PRO,https://pcpartpicker.com/product/3rLFf7/fsp-group-hydro-ptm-pro-750-w-80-platinum-certified-fully-modular-atx-power-supply-hpt2-750m,https://cdna.pcpartpicker.com/static/forever/images/product/becfb8f2b8df85a668b54fbb97604ade.256p.jpg,ATX,80+ Platinum,750 W,Full,Black,129.99
PC Power &amp; Cooling PM0600,https://pcpartpicker.com/product/C9CD4D/pc-power-cooling-power-master-600-w-80-bronze-certified-semi-modular-atx-power-supply-fps0600-a2s00,https://m.media-amazon.com/images/I/41Wd4-Vk+7L.jpg,ATX,80+ Bronze,600 W,Semi,Black / Red,108.95
ADATA XPG CYBERCORE II,https://pcpartpicker.com/product/FChv6h/adata-xpg-cybercore-ii-1300-w-80-platinum-certified-fully-modular-atx-power-supply-cybercoreii1300p-bkcus,https://cdna.pcpartpicker.com/static/forever/images/product/87131caab991992fbf021f0490ec386e.256p.jpg,ATX,80+ Platinum,1300 W,Full,Black,
SeaSonic FOCUS,https://pcpartpicker.com/product/8jZzK8/seasonic-focus-550-w-80-platinum-certified-fully-modular-atx-power-supply-focus-px-550,https://cdna.pcpartpicker.com/static/forever/images/product/923d08dddeefd9976e03c76d149efb01.256p.jpg,ATX,80+ Platinum,550 W,Full,Black,
SHARKOON Rebel P20 SFX,https://pcpartpicker.com/product/LQrqqs/sharkoon-rebel-p20-sfx-750-w-80-platinum-certified-fully-modular-sfx-power-supply-rebel-p20-sfx-750,https://cdna.pcpartpicker.com/static/forever/images/product/a469f53d39588d09c706ee356c02b458.256p.jpg,SFX,80+ Platinum,750 W,Full,Black,
Silverstone SX600-G,https://pcpartpicker.com/product/vQjG3C/silverstone-sx600-g-600-w-80-gold-certified-fully-modular-sfx-power-supply-sst-sx600-g,https://cdna.pcpartpicker.com/static/forever/images/product/4ff3b96bfe7ccbb291ee050adb10c3b5.256p.jpg,SFX,80+ Gold,600 W,Full,Black,
GameMax GM,https://pcpartpicker.com/product/v9GnTW/gamemax-gm-800-w-80-bronze-certified-semi-modular-atx-power-supply-gm-800,https://cdna.pcpartpicker.com/static/forever/images/product/e080902c13e542cd1b17029f9a0d1d13.256p.jpg,ATX,80+ Bronze,800 W,Semi,Black,
Thermalright TG,https://pcpartpicker.com/product/xy88TW/thermalright-tg-850-w-80-gold-certified-fully-modular-atx-power-supply-tg-850-w,https://cdna.pcpartpicker.com/static/forever/images/product/a49ccea2ec9a2e0ce8c28d879adf6cad.256p.jpg,ATX,80+ Gold,850 W,Full,White,
KOLINK Regulator,https://pcpartpicker.com/product/bJXV3C/kolink-regulator-750-w-80-gold-certified-fully-modular-atx-power-supply-kl-r750fg,https://cdna.pcpartpicker.com/static/forever/images/product/9e00ad0574339fc79a56f7b891f2ad3b.256p.jpg,ATX,80+ Gold,750 W,Full,Black,
Cooler Master Silent Pro Gold,https://pcpartpicker.com/product/yTh9TW/cooler-master-power-supply-rs80080gad3us,https://m.media-amazon.com/images/I/418NTgvm4EL.jpg,ATX,80+ Gold,800 W,Semi,,
Corsair AX850,https://pcpartpicker.com/product/LxMFf7/corsair-ax850-850-w-80-gold-certified-fully-modular-atx-power-supply-cmpsu-850ax,https://m.media-amazon.com/images/I/51GNnBEUyFL.jpg,ATX,80+ Gold,850 W,Full,,
FSP Group HEXA+,https://pcpartpicker.com/product/CmmxFT/fsp-group-hexa-500w-atx-power-supply-h2-500,https://m.media-amazon.com/images/I/51zt8YKPEtL.jpg,ATX,,500 W,No,,
Cooler Master Elite V3,https://pcpartpicker.com/product/dmTPxr/cooler-master-elite-v3-500-w-atx-power-supply-mpw-5001-acaan1,https://m.media-amazon.com/images/I/41H9UtqeZkL.jpg,ATX,,500 W,No,Black,
PowerSpec PS 550BF,https://pcpartpicker.com/product/6MTzK8/powerspec-550-w-80-bronze-certified-atx-power-supply-ps-550bf,/static/forever/img/no-image.png,ATX,80+ Bronze,550 W,No,Black,
Super Flower Leadex Platinum SE,https://pcpartpicker.com/product/DMbTwP/super-flower-leadex-platinum-se-1000-w-80-platinum-certified-fully-modular-atx-power-supply-sf-1000f14mp-v2,https://cdna.pcpartpicker.com/static/forever/images/product/c8104f5568d6c0b85acd6b02f4ca669a.256p.jpg,ATX,80+ Platinum,1000 W,Full,Black,
NZXT C650,https://pcpartpicker.com/product/yVC48d/nzxt-c650-650-w-80-bronze-certified-semi-modular-atx-power-supply-pa-6b1bb-us,https://m.media-amazon.com/images/I/31w4DmLLgxL.jpg,ATX,80+ Bronze,650 W,Semi,Black,
EVGA SuperNOVA 850 P5,https://pcpartpicker.com/product/KFM48d/evga-supernova-850-p5-850-w-80-platinum-certified-fully-modular-atx-power-supply-220-p5-0850-x1,https://m.media-amazon.com/images/I/41Ul8jpcRjL.jpg,ATX,80+ Platinum,850 W,Full,Black / Teal,
Antec VP PLUS,https://pcpartpicker.com/product/2Kwypg/antec-vp-plus-600-w-80-certified-atx-power-supply-vp600p-plus,https://cdna.pcpartpicker.com/static/forever/images/product/6812af7b7489afc9013e0ea9347efee1.256p.jpg,ATX,80+,600 W,No,Black,
Thermalright KG-750,https://pcpartpicker.com/product/kftkcf/thermalright-kg-750-750-w-80-gold-certified-fully-modular-atx-power-supply-kg-750,/static/forever/img/no-image.png,ATX,80+ Gold,750 W,Full,Black,
Rosewill CMG850G5,https://pcpartpicker.com/product/cgpD4D/rosewill-cmg850g5-850-w-80-gold-certified-fully-modular-atx-power-supply-cmg850g5,https://m.media-amazon.com/images/I/41kpwyrL88L.jpg,ATX,80+ Gold,850 W,Full,Black,99.99
Athena Power AP-MTFX30,https://pcpartpicker.com/product/zRPfrH/athena-power-ap-mtfx30-300-w-tfx-power-supply-ap-mtfx30,https://cdna.pcpartpicker.com/static/forever/images/product/91f797d0d295d4e527585c7c2eb04792.256p.jpg,TFX,,300 W,No,Silver,36.99
Silverstone Strider Platinum,https://pcpartpicker.com/product/LBjWGX/silverstone-power-supply-st75fpt,https://m.media-amazon.com/images/I/51WamsChH-L.jpg,ATX,80+ Platinum,750 W,Full,,135.90
Enermax PlatiGemini,https://pcpartpicker.com/product/Dd7scf/enermax-platigemini-1200-w-80-platinum-certified-fully-modular-atx-power-supply-egn1200p,https://cdna.pcpartpicker.com/static/forever/images/product/699d4fd3b7a2b8d8c6e52ec42e3e855a.256p.jpg,ATX,80+ Platinum,1200 W,Full,Black,259.95
SeaSonic CORE GM,https://pcpartpicker.com/product/sMrYcf/seasonic-core-gm-650-w-80-gold-certified-semi-modular-atx-power-supply-core-gm-650,https://cdna.pcpartpicker.com/static/forever/images/product/4437160845ca058ad60803a60d4ed7f1.256p.jpg,ATX,80+ Gold,650 W,Semi,Black,
FSP Group DAGGER PRO ATX3.0,https://pcpartpicker.com/product/Pxgrxr/fsp-group-dagger-pro-atx30-850-w-80-gold-certified-semi-modular-sfx-power-supply-sda2-850-gen5,https://m.media-amazon.com/images/I/414I8-rFbQL.jpg,SFX,80+ Gold,850 W,Semi,Black,
KOLINK ENCLAVE,https://pcpartpicker.com/product/TFkH99/kolink-enclave-700-w-80-gold-certified-fully-modular-atx-power-supply-pgw-ps-kol-018,https://cdna.pcpartpicker.com/static/forever/images/product/7d9aaf21595a24f455053fc31a874dc6.256p.jpg,ATX,80+ Gold,700 W,Full,Black,
Fractal Design Integra M,https://pcpartpicker.com/product/y2FXsY/fractal-design-power-supply-fdpsuin3b650w,https://cdna.pcpartpicker.com/static/forever/images/product/3f1572418e74610d02e526ef54feaa76.256p.jpg,ATX,80+ Bronze,650 W,Semi,,
Corsair HX750,https://pcpartpicker.com/product/LwyH99/corsair-hx750-750-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020212-na,https://m.media-amazon.com/images/I/51r8YUAR1UL.jpg,ATX,80+ Platinum,750 W,Full,Black,
Thermaltake Toughpower Grand RGB,https://pcpartpicker.com/product/v4L7YJ/thermaltake-toughpower-grand-rgb-650w-80-gold-certified-fully-modular-atx-power-supply-ps-tpg-0650fpcgus-r,https://cdna.pcpartpicker.com/static/forever/images/product/83e4371175c6091bde1dd3e6dc1e48ce.256p.jpg,ATX,80+ Gold,650 W,Full,,
Thermaltake Toughpower Grand RGB,https://pcpartpicker.com/product/XRmxFT/thermaltake-toughpower-grand-rgb-750w-80-gold-certified-fully-modular-atx-power-supply-ps-tpg-0750fpcgus-r,https://cdna.pcpartpicker.com/static/forever/images/product/929ea39886802f2bd52cc256e5d4e128.256p.jpg,ATX,80+ Gold,750 W,Full,,
GameMax GM,https://pcpartpicker.com/product/dhgQzy/gamemax-gm-300-w-80-bronze-certified-atx-power-supply-gm-300-eco,https://images-eu.ssl-images-amazon.com/images/I/51SY-SKSIiL.jpg,ATX,80+ Bronze,300 W,No,Silver,
SeaSonic FOCUS,https://pcpartpicker.com/product/KhkgXL/seasonic-focus-750-w-80-gold-certified-semi-modular-atx-power-supply-focus-gm-750,https://cdna.pcpartpicker.com/static/forever/images/product/d4feddde3614ba86aa36c6ec23750d99.256p.jpg,ATX,80+ Gold,750 W,Semi,Black,
SeaSonic PRIME TX-750,https://pcpartpicker.com/product/Yp3mP6/seasonic-prime-tx-750-w-80-titanium-certified-fully-modular-atx-power-supply-prime-tx-750,https://cdna.pcpartpicker.com/static/forever/images/product/f7a87b1e5994ff45d730053fc8e32065.256p.jpg,ATX,80+ Titanium,750 W,Full,Black,
