Name,URL,Image,Style,Switch Type,Backlit,Tenkeyless,Connection Type,Color,Price
Targus AKB30AMUS,https://pcpartpicker.com/product/2NKKHx/targus-akb30amus-wired-standard-keyboard-akb30amus,https://m.media-amazon.com/images/I/41khsMGsuZL.jpg,Standard,,None,No,Wired,Black,
SteelSeries Apex Pro Gen 3,https://pcpartpicker.com/product/hLcBD3/steelseries-apex-pro-gen-3-rgb-wired-gaming-keyboard-64740,https://cdna.pcpartpicker.com/static/forever/images/product/065714b380d55086412db6d924dc2aba.256p.jpg,Gaming,OmniPoint 3.0,RGB,Yes,Wired,Black,173.99
Logitech PRO X RAPID,https://pcpartpicker.com/product/bFcgXL/logitech-pro-x-rapid-rgb-wired-gaming-keyboard-920-013132,https://cdna.pcpartpicker.com/static/forever/images/product/4073a6ee3bbd5541ca10ed3da93dc20e.256p.jpg,Gaming,Logitech Magnetic Analog,RGB,Yes,Wired,White,159.99
Corsair K70 PRO TKL PBT,https://pcpartpicker.com/product/vKP8TW/corsair-k70-pro-tkl-pbt-rgb-wired-gaming-keyboard-ch-911961g-na,https://cdna.pcpartpicker.com/static/forever/images/product/6f18d30fe65c06a5863e3385caa2835d.256p.jpg,Gaming,Corsair MGX V2,RGB,Yes,Wired,White,179.99
Ducky ONE 3,https://pcpartpicker.com/product/k3dG3C/ducky-one-3-rgb-wired-gaming-keyboard-dkon2108st-ruspdpwwwsc1,https://cdna.pcpartpicker.com/static/forever/images/product/d9ed883f8ff0cbf81cd0eba732c0026c.256p.jpg,Gaming,Cherry MX Red,RGB,No,Wired,White,129.00
RK Royal Kludge RK61,https://pcpartpicker.com/product/bcNYcf/rk-royal-kludge-rk61-bluetoothwirelesswired-mini-keyboard-8541667752,https://m.media-amazon.com/images/I/31ZDUwbWasL.jpg,Mini,RK Blue,White,Yes,"Wired, Wireless, Bluetooth Wireless",White,
Logitech G915 LIGHTSPEED TKL,https://pcpartpicker.com/product/qcWJ7P/logitech-g915-lightspeed-tkl-rgb-wirelesswiredbluetooth-gaming-keyboard-920-012715,https://cdna.pcpartpicker.com/static/forever/images/product/751845edf06dc8f2c82b98b25b4fa8d5.256p.jpg,Gaming,Logitech Low-Profile GL Tactile,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black,218.49
SIIG JK-WR0T12-S1,https://pcpartpicker.com/product/84c48d/siig-jk-wr0t12-s1-wireless-standard-keyboard-with-optical-mouse-jk-wr0t12-s1,https://cdna.pcpartpicker.com/static/forever/images/product/51776f2d9385eacfa5355b28ad0ec4d6.256p.jpg,Standard,,None,No,Wireless,Black,13.99
be quiet! Dark Mount,https://pcpartpicker.com/product/LYWmP6/be-quiet-dark-mount-rgb-wired-gaming-keyboard-bt001us,https://cdna.pcpartpicker.com/static/forever/images/product/fbdb5702e0daa6fffe0edcb4a0b4cc07.256p.jpg,Gaming,be quiet! Silent Orange Linear,RGB,No,Wired,Black,246.90
Logitech K400 Plus,https://pcpartpicker.com/product/MBZ2FT/logitech-keyboard-920007119,https://cdna.pcpartpicker.com/static/forever/images/product/e4ae9a96bfea2929ab98e71c4448e239.256p.jpg,Mini,,None,Yes,Wireless,Black / Yellow,29.99
Keychron K2 HE Special Edition,https://pcpartpicker.com/product/DryH99/keychron-k2-he-special-edition-rgb-wirelessbluetoothwired-standard-keyboard-k2h-q1,https://cdna.pcpartpicker.com/static/forever/images/product/2985e6383daaa8510d2d39610f8c6566.256p.jpg,Standard,Gateron Magnetic Nebula,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",White / Brown,139.99
Asus TUF Gaming K3 Gen II,https://pcpartpicker.com/product/QyqNnQ/asus-tuf-gaming-k3-gen-ii-rgb-wired-gaming-keyboard-90mp0390-bkaa00,https://cdna.pcpartpicker.com/static/forever/images/product/db5cbdc731758c0a3a668d3607ae90a0.256p.jpg,Gaming,ROG RX Red Optical,RGB,Yes,Wired,Black,94.99
Asus ROG Strix Scope II 96,https://pcpartpicker.com/product/Fcjv6h/asus-rog-strix-scope-ii-96-rgb-wirelessbluetoothwired-gaming-keyboard-90mp037a-bkua10,https://cdna.pcpartpicker.com/static/forever/images/product/4548863b1e5178e31550abe876a9dda3.256p.jpg,Gaming,ROG NX Snow,RGB,No,"Wired, Wireless, Bluetooth Wireless",White,
SteelSeries Apex 5,https://pcpartpicker.com/product/7yLwrH/steelseries-apex-5-rgb-wired-gaming-keyboard-64532,https://cdna.pcpartpicker.com/static/forever/images/product/c9898907bdbc38417966c587f25d7e83.256p.jpg,Gaming,,RGB,No,Wired,Black,97.99
HP HyperX Alloy Origins 60,https://pcpartpicker.com/product/XHRwrH/hp-hyperx-alloy-origins-60-rgb-gaming-keyboard-4p5n4aa,https://cdna.pcpartpicker.com/static/forever/images/product/52e33ba0f8332f99afacf8b2204423fd.256p.jpg,Gaming,HyperX Red,RGB,Yes,,Black,68.98
Logitech G213,https://pcpartpicker.com/product/N7NxFT/logitech-g213-rgb-wired-gaming-keyboard-920-009284,https://m.media-amazon.com/images/I/41RE58GkOXL.jpg,Gaming,,RGB,No,Wired,Black,49.99
SteelSeries Apex Pro Mini Wireless,https://pcpartpicker.com/product/9nPQzy/steelseries-apex-pro-mini-wireless-rgb-bluetoothwireless-gaming-keyboard-64842,https://cdna.pcpartpicker.com/static/forever/images/product/81125fd4792ca8c0a8e453d8c8ceef9b.256p.jpg,Gaming,SteelSeries OmniPoint 2.0,RGB,Yes,"Wireless, Bluetooth Wireless",Black,169.95
Lenovo 300,https://pcpartpicker.com/product/9KWfrH/lenovo-300-wired-slim-keyboard-gx30m39655,https://cdna.pcpartpicker.com/static/forever/images/product/c5751dd9e5e24540155f531d21c8061a.256p.jpg,Slim,,None,No,Wired,Black,11.99
Dell KB216,https://pcpartpicker.com/product/9g97YJ/dell-kb216-wired-slim-keyboard-kb216-bk-us,https://cdna.pcpartpicker.com/static/forever/images/product/4e48b900fba468014200a2f15199ed6f.256p.jpg,Slim,,None,No,Wired,Black,14.99
Razer BlackWidow V4,https://pcpartpicker.com/product/x7GhP6/razer-blackwidow-v4-rgb-wired-gaming-keyboard-rz03-04691900-r3u1,https://m.media-amazon.com/images/I/510Kd7DTpfL.jpg,Gaming,Razer Yellow,RGB,No,Wired,Black,149.99
Logitech G512 CARBON,https://pcpartpicker.com/product/2PNv6h/logitech-g512-carbon-wired-gaming-keyboard-920-008723,https://m.media-amazon.com/images/I/31HekJPcEPL.jpg,Gaming,Romer-G Tactile,RGB,No,Wired,Black,
SteelSeries Apex 7 TKL,https://pcpartpicker.com/product/DKZzK8/steelseries-apex-7-tkl-wired-gaming-keyboard-64646,https://cdna.pcpartpicker.com/static/forever/images/product/d5fdc5940b7a500341cfdc608fe2ebfb.256p.jpg,Gaming,SteelSeries QX2 Red,RGB,Yes,Wired,Black,182.91
Keychron Q6 Max QMK/VIA,https://pcpartpicker.com/product/2TDnTW/keychron-q6-max-qmkvia-rgb-bluetoothwirelesswired-gaming-keyboard-q6m-m3,https://cdna.pcpartpicker.com/static/forever/images/product/b971378312f039d18dd3fdfbc7f2ac55.256p.jpg,Gaming,Gateron Jupiter Brown,RGB,No,"Wired, Wireless, Bluetooth Wireless",Black,239.99
Corsair K95 RGB PLATINUM XT,https://pcpartpicker.com/product/KQcRsY/corsair-k95-rgb-platinum-xt-wired-gaming-keyboard-ch-9127411-na,https://m.media-amazon.com/images/I/410kbxgXlvL.jpg,Gaming,Cherry MX Blue,RGB,No,Wired,Black,
Logitech MK120,https://pcpartpicker.com/product/w7Lypg/logitech-keyboard-920002565,https://cdna.pcpartpicker.com/static/forever/images/product/fcec8ebbad40e7d2f1d323f59d7ac091.256p.jpg,Slim,,None,No,Wired,Black,18.99
Corsair K70 RGB MK.2,https://pcpartpicker.com/product/WbGxFT/corsair-k70-rgb-mk2-wired-gaming-keyboard-ch-9109012-na,https://cdna.pcpartpicker.com/static/forever/images/product/a2998ccd9c54b46c3531d0bdc312ea56.256p.jpg,Gaming,Cherry MX Brown,RGB,No,Wired,Black,
SteelSeries Apex 3,https://pcpartpicker.com/product/mtD7YJ/steelseries-apex-3-rgb-wired-gaming-keyboard-64831,https://cdna.pcpartpicker.com/static/forever/images/product/69b68ff30cef663ce7b853c96897bcc9.256p.jpg,Gaming,,RGB,Yes,Wired,Black,31.99
RK Royal Kludge RK61,https://pcpartpicker.com/product/2pYRsY/rk-royal-kludge-rk61-bluetoothwirelesswired-mini-keyboard-42772957266141,https://m.media-amazon.com/images/I/41LcCInoc4L.jpg,Mini,RK Brown,White,Yes,"Wired, Wireless, Bluetooth Wireless",Black,39.97
Corsair K70 RGB PRO,https://pcpartpicker.com/product/ctBG3C/corsair-k70-rgb-pro-wired-gaming-keyboard-ch-9109410-na,https://cdna.pcpartpicker.com/static/forever/images/product/cf9354748e02a82839f385fe5af8a722.256p.jpg,Gaming,Cherry MX Red,RGB,No,Wired,Black,
Razer Huntsman V3 Pro,https://pcpartpicker.com/product/LDTZxr/razer-huntsman-v3-pro-rgb-wired-gaming-keyboard-rz03-04970100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/ed1e97926bc304392a710cf92d04d117.256p.jpg,Gaming,Razer Analog Optical Switch Gen-2,RGB,No,Wired,Black,
Logitech G915 TKL,https://pcpartpicker.com/product/Bxdrxr/logitech-g915-tkl-rgb-wirelessbluetoothwired-gaming-keyboard-920-009495,https://cdna.pcpartpicker.com/static/forever/images/product/086c9a46a423cb5a1c4b71164b5d8a16.256p.jpg,Gaming,GL Tactile,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black,229.99
SteelSeries Apex Pro Gen 3,https://pcpartpicker.com/product/NsBFf7/steelseries-apex-pro-gen-3-rgb-wired-gaming-keyboard-64660,https://cdna.pcpartpicker.com/static/forever/images/product/180c9448a4cbb871d1425cecfcb7ec36.256p.jpg,Gaming,OmniPoint 2.0,RGB,No,Wired,Black,214.99
Corsair K100 RGB,https://pcpartpicker.com/product/DP4BD3/corsair-k100-rgb-wired-gaming-keyboard-ch-912a014-na,https://cdna.pcpartpicker.com/static/forever/images/product/ae1d907d41a3e8795673075ec18e30b8.256p.jpg,Gaming,Cherry MX Speed Silver,RGB,No,Wired,Black,249.99
Keychron Lemokey P1 HE Knob,https://pcpartpicker.com/product/MDJBD3/keychron-lemokey-p1-he-knob-wirelessbluetooth-gaming-keyboard-p1h-m1z,https://m.media-amazon.com/images/I/41Aehah3J7L.jpg,Gaming,Gateron Magnetic Nebula,None,Yes,"Wireless, Bluetooth Wireless",Black / Green,169.99
Logitech G915 X LIGHTSPEED,https://pcpartpicker.com/product/nZsV3C/logitech-g915-x-lightspeed-rgb-wiredwirelessbluetooth-gaming-keyboard-920-012696,https://cdna.pcpartpicker.com/static/forever/images/product/f8ec959aa02b46b66cbd97a6e5be894d.256p.jpg,Gaming,Logitech Low-Profile GL Linear,RGB,No,"Wired, Wireless, Bluetooth Wireless",Black,219.99
Razer DeathStalker V2 Pro,https://pcpartpicker.com/product/BsBFf7/razer-deathstalker-v2-pro-rgb-wireless-gaming-keyboard-rz03-04373500-r3m1,https://cdna.pcpartpicker.com/static/forever/images/product/07a8ed3862fb9bacf76f726ebcc64867.256p.jpg,Gaming,Razer Red Low-Profile Optical Linear,RGB,Yes,Wireless,White,173.50
Das Keyboard Model S Professional,https://pcpartpicker.com/product/XwW9TW/das-keyboard-keyboard-dask3mkprosil,https://cdna.pcpartpicker.com/static/forever/images/product/fd2183b29a351d6551a98200f2215337.med.256p.jpg,Standard,Cherry MX Brown,None,No,Wired,Black,149.00
HP 150,https://pcpartpicker.com/product/dNgrxr/hp-150-wired-standard-keyboard-664r5aaabl,https://cdna.pcpartpicker.com/static/forever/images/product/0a805b6f3bce942dde36818513ccf9b4.256p.jpg,Standard,,None,No,Wired,Black,13.00
WOBKEY Rainy 75 Pro,https://pcpartpicker.com/product/zN2j4D/wobkey-rainy-75-pro-rgb-bluetoothwirelesswired-standard-keyboard-pr75cbk,/static/forever/img/no-image.png,Standard,Kailh Cocoa,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black,
SteelSeries Apex 7,https://pcpartpicker.com/product/wpbCmG/steelseries-apex-7-wired-gaming-keyboard-64636,https://cdna.pcpartpicker.com/static/forever/images/product/3da4e9ef409ec972eed5abf1462260c5.256p.jpg,Gaming,SteelSeries QX2 Red,RGB,No,Wired,Black,131.21
Razer Tartarus Pro,https://pcpartpicker.com/product/mmTzK8/razer-tartarus-pro-rgb-wired-ergonomic-keyboard-rz07-03110100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/e065e272388325d4896cdba0b512750b.256p.jpg,Ergonomic,Razer Red Optical Linear,RGB,Yes,Wired,Black,129.66
Razer BlackWidow V4 X,https://pcpartpicker.com/product/BbWJ7P/razer-blackwidow-v4-x-rgb-wired-gaming-keyboard-rz03-04700200-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/216c097f15fe00ae96a511f56ce2b195.256p.jpg,Gaming,Razer Green,RGB,No,Wired,Black,89.99
Logitech G413 SE,https://pcpartpicker.com/product/WL3gXL/logitech-g413-se-wired-gaming-keyboard-920-010434,https://m.media-amazon.com/images/I/31a0cnk0J3L.jpg,Gaming,Kailh LT Brown,White,No,Wired,Black,
Corsair K70 CORE TKL,https://pcpartpicker.com/product/BsyH99/corsair-k70-core-tkl-rgb-bluetoothwirelesswired-gaming-keyboard-ch-914901e-na,https://cdna.pcpartpicker.com/static/forever/images/product/feb74cf616513877af769076faafd7d0.256p.jpg,Gaming,Corsair MLX Red V2 Linear,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black,124.99
Keychron K10 Pro QMK/VIA,https://pcpartpicker.com/product/zb26Mp/keychron-k10-pro-qmkvia-rgb-bluetoothwired-standard-keyboard-hs-k10p-h3,https://m.media-amazon.com/images/I/31PARCjtOQL.jpg,Standard,Keychron K Pro Brown,RGB,No,"Wired, Bluetooth Wireless",Black / Gray,93.07
Logitech MX Mechanical,https://pcpartpicker.com/product/dxJgXL/logitech-mx-mechanical-wireless-slim-keyboard-920-010547,https://cdna.pcpartpicker.com/static/forever/images/product/45b0317939c539160d3300b4903abf77.256p.jpg,Slim,Kailh Choc V2 Brown,White,No,Wireless,Gray / Black,170.99
Logitech PRO X 60,https://pcpartpicker.com/product/PRWJ7P/logitech-pro-x-60-rgb-bluetoothwirelesswired-mini-keyboard-920-011902,https://cdna.pcpartpicker.com/static/forever/images/product/488763b61382a729602d73d1acb1319e.256p.jpg,Mini,Logitech GX Brown Tactile,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black,119.99
Aula SHIHUNZAN,https://pcpartpicker.com/product/xTWrxr/aula-keyboard-shihunzan,https://m.media-amazon.com/images/I/41paELlhnZL.jpg,Gaming,,Blue,No,Wired,Black,
HP Slim,https://pcpartpicker.com/product/xQrmP6/hp-slim-wireless-slim-keyboard-with-optical-mouse-t6l04utaba,https://cdna.pcpartpicker.com/static/forever/images/product/ae4b88b186cdfe2a2d417936e202f3f6.256p.jpg,Slim,,None,No,Wireless,Black,601.52
HP HyperX Alloy Origins,https://pcpartpicker.com/product/bTYQzy/hp-hyperx-alloy-origins-rgb-wired-gaming-keyboard-hx-kb6rdx-us,https://cdna.pcpartpicker.com/static/forever/images/product/df60a8c611a16bec0d334af31601261f.256p.jpg,Gaming,HyperX Red,RGB,No,Wired,Black,99.99
Logitech PRO X 60,https://pcpartpicker.com/product/vpcgXL/logitech-pro-x-60-rgb-bluetoothwirelesswired-mini-keyboard-920-011921,https://cdna.pcpartpicker.com/static/forever/images/product/b0f445230ede9e44c36dd854b8c89aff.256p.jpg,Mini,Logitech GX Brown Tactile,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",White,139.99
Corsair Vengeance K70,https://pcpartpicker.com/product/WJh9TW/corsair-keyboard-ch9000011na,/static/forever/img/no-image.png,Gaming,Cherry MX Red,Red,No,Wired,Black,
HP HyperX Alloy Origins Core,https://pcpartpicker.com/product/tdwkcf/hp-hyperx-alloy-origins-core-rgb-wired-gaming-keyboard-hx-kb7aqx-us,https://cdna.pcpartpicker.com/static/forever/images/product/19e99819c0b1ff85e68e3daa2808ed91.256p.jpg,Gaming,HyperX Aqua,RGB,Yes,Wired,Black,79.98
Corsair K55 CORE RGB,https://pcpartpicker.com/product/hHjRsY/corsair-k55-core-rgb-rgb-wired-gaming-keyboard-ch-9226c65-uk,https://cdna.pcpartpicker.com/static/forever/images/product/66245c05b3617abe9b52166ae54509d9.256p.jpg,Gaming,,RGB,No,Wired,Black,
Keychron K10,https://pcpartpicker.com/product/PkdMnQ/keychron-k10-bluetoothwired-standard-keyboard-k10-a1,https://m.media-amazon.com/images/I/31Zi9Zc1vwL.jpg,Standard,Gateron G Pro Red,White,No,"Wired, Bluetooth Wireless",Gray / Black,84.99
Razer BlackWidow V3,https://pcpartpicker.com/product/2pKKHx/razer-blackwidow-v3-rgb-wired-gaming-keyboard-rz03-03490200-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/72afebab92f6ad28ba42d28c64442a07.256p.jpg,Gaming,Razer Green,RGB,Yes,Wired,Black,69.99
Asus ROG Strix Scope,https://pcpartpicker.com/product/fNC48d/asus-rog-strix-scope-rgb-wirelessbluetoothwired-gaming-keyboard-90mp02j0-bkua01,https://m.media-amazon.com/images/I/41PPZR30j8L.jpg,Gaming,ROG RX Red Optical,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black,
Keychron Q6 HE QMK,https://pcpartpicker.com/product/w7TFf7/keychron-q6-he-qmk-rgb-wiredwirelessbluetooth-standard-keyboard-q6h-p1,https://cdna.pcpartpicker.com/static/forever/images/product/6be7b3cd4552bb99798be610800ba307.256p.jpg,Standard,Gateron Magnetic Nebula,RGB,No,"Wired, Wireless, Bluetooth Wireless",White / Green,249.99
Razer BlackWidow V3,https://pcpartpicker.com/product/8dKKHx/razer-blackwidow-v3-rgb-wired-gaming-keyboard-rz03-03491800-r3m1,https://cdna.pcpartpicker.com/static/forever/images/product/01c9c1a28c3be5db6c2686004d48ff1a.256p.jpg,Gaming,Razer Yellow,RGB,Yes,Wired,Black,69.99
Tecware Phantom+ Elite,https://pcpartpicker.com/product/ztgZxr/tecware-phantom-elite-rgb-bluetoothwirelesswired-gaming-keyboard-twkb-pe87pzt-bkwrd,https://m.media-amazon.com/images/I/515QNSLwM7L.jpg,Gaming,Tecware Wraith Red,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black / Gray,56.09
Asus ROG Strix Scope II 96,https://pcpartpicker.com/product/G7Hqqs/asus-rog-strix-scope-ii-96-rgb-wirelessbluetoothwired-gaming-keyboard-90mp037b-bkaa01,https://cdna.pcpartpicker.com/static/forever/images/product/3feedf17fef852f22241b1f3797e5404.256p.jpg,Gaming,ROG NX Storm,RGB,No,"Wired, Wireless, Bluetooth Wireless",Black,149.99
Logitech PRO X,https://pcpartpicker.com/product/z3sV3C/logitech-pro-x-rgb-bluetoothwirelesswired-gaming-keyboard-920-012118,https://cdna.pcpartpicker.com/static/forever/images/product/7379b3c39228ee8f36c7642f6855da9f.256p.jpg,Gaming,Logitech GX Blue Clicky,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",Black,199.99
Logitech G815 Lightsync RGB,https://pcpartpicker.com/product/86snTW/logitech-g815-lightsync-rgb-wired-gaming-keyboard-920-008984,https://cdna.pcpartpicker.com/static/forever/images/product/c9acb70bd23452e80f7a23d47c304f6d.256p.jpg,Gaming,GL Tactile,RGB,No,Wired,Black,234.20
Razer Huntsman V2,https://pcpartpicker.com/product/DrLFf7/razer-huntsman-v2-rgb-wired-gaming-keyboard-rz03-03940400-r3u1,https://m.media-amazon.com/images/I/41nqCBMDifL.jpg,Gaming,Razer Purple Optical Clicky,RGB,Yes,Wired,Black,79.99
ADATA XPG INFAREX K10,https://pcpartpicker.com/product/rPVG3C/adata-xpg-infarex-k10-wired-gaming-keyboard-infarex-k10,https://cdna.pcpartpicker.com/static/forever/images/product/8f8fdd2df4ed9d23cb2265e32c5de6ee.256p.jpg,Gaming,,RGB,No,Wired,Black,30.00
Glorious GMMK,https://pcpartpicker.com/product/8dmmP6/glorious-pc-gaming-race-gmmk-rgb-wired-gaming-keyboard-gmmk-compact-brn,https://m.media-amazon.com/images/I/41E-i8OpdQL.jpg,Gaming,Gateron Brown,RGB,Yes,Wired,Black,148.99
Tecware Phantom RGB,https://pcpartpicker.com/product/Tqzkcf/tecware-phantom-rgb-wired-gaming-keyboard-twkb-p87zord,https://cdna.pcpartpicker.com/static/forever/images/product/bcb15a0e2da50d090f9795d21ab49842.256p.jpg,Gaming,Outemu Red,RGB,Yes,Wired,Black,37.49
Corsair K70 PRO TKL ABS,https://pcpartpicker.com/product/dC26Mp/corsair-k70-pro-tkl-abs-rgb-wired-gaming-keyboard-ch-911911g-na,https://cdna.pcpartpicker.com/static/forever/images/product/4ac512b3288c06a38ea880b9604d6dd8.256p.jpg,Gaming,Corsair MGX V2,RGB,Yes,Wired,Black,179.99
Razer Huntsman V2 Analog,https://pcpartpicker.com/product/34stt6/razer-huntsman-v2-analog-rgb-wired-gaming-keyboard-rz03-03610200-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/102b78834873702e6a6f5de75a1dab27.256p.jpg,Gaming,Razer Analog Optical,RGB,No,Wired,Black,120.00
Logitech G515 LIGHTSPEED,https://pcpartpicker.com/product/4BkH99/logitech-g515-lightspeed-rgb-wirelessbluetoothwired-gaming-keyboard-920-012535,https://cdna.pcpartpicker.com/static/forever/images/product/3d2f45b47f106e46e11ed1f187112468.256p.jpg,Gaming,GL Tactile V2,RGB,Yes,"Wired, Wireless, Bluetooth Wireless",White / Silver,151.99
Logitech MK295 Silent,https://pcpartpicker.com/product/yvfnTW/logitech-mk295-silent-wirelesswired-standard-keyboard-with-optical-mouse-920009782,https://cdna.pcpartpicker.com/static/forever/images/product/15110750bd8e49b510be0aba3feeb435.256p.jpg,Standard,,None,No,"Wired, Wireless",Black,32.95
Razer Huntsman V2,https://pcpartpicker.com/product/wMD7YJ/razer-huntsman-v2-rgb-wired-gaming-keyboard-rz03-03940200-r3u1,https://m.media-amazon.com/images/I/41nqCBMDifL.jpg,Gaming,Razer Red Optical Linear,RGB,Yes,Wired,Black,129.99
Corsair K65 60%,https://pcpartpicker.com/product/r6RYcf/corsair-k65-60-rgb-wired-mini-keyboard-ch-9194014-na,https://cdna.pcpartpicker.com/static/forever/images/product/15787b825ff6659a2a8661f54b3cd47f.256p.jpg,Mini,Cherry MX Speed Silver,RGB,Yes,Wired,Black,
SteelSeries Apex Pro Mini,https://pcpartpicker.com/product/3X6p99/steelseries-apex-pro-mini-rgb-wired-gaming-keyboard-64820,https://cdna.pcpartpicker.com/static/forever/images/product/564d04eabd3402a25798da78745be6b7.256p.jpg,Gaming,SteelSeries OmniPoint 2.0,RGB,Yes,Wired,Black,190.00
SteelSeries Apex 9 TKL,https://pcpartpicker.com/product/b7mmP6/steelseries-apex-9-tkl-rgb-wired-gaming-keyboard-64847,https://cdna.pcpartpicker.com/static/forever/images/product/60f638e82f1f9d318d4d673f472dafc8.256p.jpg,Gaming,SteelSeries OptiPoint Linear,RGB,Yes,Wired,Black,128.79
Rii RK100,https://pcpartpicker.com/product/CMGj4D/rii-rk100-wired-standard-keyboard-rk100,https://m.media-amazon.com/images/I/41ulbty2esL.jpg,Standard,,Multicolor,No,Wired,,
Razer BlackWidow V4 Pro,https://pcpartpicker.com/product/KK7scf/razer-blackwidow-v4-pro-rgb-wired-gaming-keyboard-rz03-04680200-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/4af792940c8f68959877902138a83488.256p.jpg,Gaming,Razer Yellow,RGB,No,Wired,Black,196.99
