Name,URL,Image,Tracking Method,Connection Type,Maximum DPI,Hand Orientation,Color,Price
Kensington Orbit,https://pcpartpicker.com/product/d63gXL/kensington-orbit-wired-optical-mouse-k64327ww,https://cdna.pcpartpicker.com/static/forever/images/product/e7de7c5f8a399401f51e157f32338b43.256p.jpg,Optical,Wired,,Both,Black / Silver,
Kensington Orbit Fusion,https://pcpartpicker.com/product/6bmFf7/kensington-orbit-fusion-wirelesswired-laser-mouse-k72363ww,https://cdna.pcpartpicker.com/static/forever/images/product/a982541ef7587366b379278384c77298.256p.jpg,Laser,"Wired, Wireless",1500,Right,Black / Red,
Kensington Orbit,https://pcpartpicker.com/product/MMytt6/kensington-orbit-wired-optical-mouse-k72500ww,https://cdna.pcpartpicker.com/static/forever/images/product/c9ce4595a800f76468f65cbeb56ec5e6.256p.jpg,Optical,Wired,,Both,White,44.99
Kensington SureTrack,https://pcpartpicker.com/product/bZhmP6/kensington-suretrack-bluetoothwirelesswired-optical-mouse-k75353ww,https://cdna.pcpartpicker.com/static/forever/images/product/db2f15f3cf9b067636b0828ec7ac2fa8.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Both,White,
Kensington Pro Fit,https://pcpartpicker.com/product/NFbTwP/kensington-pro-fit-wired-optical-mouse-k70315ww,https://cdna.pcpartpicker.com/static/forever/images/product/79d7d77b22a4269c3771f4bf55df7aa1.256p.jpg,Optical,Wired,1600,Both,Black,29.99
Kensington K76800WW,https://pcpartpicker.com/product/GnpzK8/kensington-k76800ww-wired-optical-mouse-k76800ww,https://m.media-amazon.com/images/I/41VT7PedDHL.jpg,Optical,Wired,1000,Both,Black,
Lenovo Go,https://pcpartpicker.com/product/DpqPxr/lenovo-go-wiredbluetoothwireless-optical-mouse-gy51c21211,https://cdna.pcpartpicker.com/static/forever/images/product/e004824404bd7b387945f9bc24b43ee1.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",2400,Right,Gray,
Logitech M317 Chirpy Bird,https://pcpartpicker.com/product/H6ytt6/logitech-m317-chirpy-bird-wired-optical-mouse-910-006114,https://cdna.pcpartpicker.com/static/forever/images/product/7432829d6c03d7a75ee646845bacf9b5.256p.jpg,Optical,Wired,1000,Both,Pink / Green,16.98
Logitech M317,https://pcpartpicker.com/product/wfGbt6/logitech-m317-wirelesswired-optical-mouse-910-005133,https://m.media-amazon.com/images/I/41P-zrynlZL.jpg,Optical,"Wired, Wireless",,Both,Purple / Black,
Logitech M187,https://pcpartpicker.com/product/wR9wrH/logitech-m187-wirelesswired-optical-mouse-910-005360,https://cdna.pcpartpicker.com/static/forever/images/product/50a2c42516f128200ab4f27942cf094c.256p.jpg,Optical,"Wired, Wireless",1000,Both,Blue / Teal,14.99
Logitech PEBBLE M350,https://pcpartpicker.com/product/yrddnQ/logitech-pebble-m350-bluetoothwirelesswired-optical-mouse-910-006660,https://m.media-amazon.com/images/I/31DYvrcfeYL.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",1000,Both,Blue,24.10
Logitech Signature M650 L,https://pcpartpicker.com/product/v7xRsY/logitech-signature-m650-l-bluetoothwirelesswired-optical-mouse-910-006232,https://m.media-amazon.com/images/I/41gDI7hi47L.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Right,Blue / Black,32.95
Logitech Signature M650 L,https://pcpartpicker.com/product/qTxxFT/logitech-signature-m650-l-bluetoothwirelesswired-optical-mouse-910-006235,https://cdna.pcpartpicker.com/static/forever/images/product/635ab8a32429fb2db26c3fc60f3e44a9.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Left,White,
Logitech M325S,https://pcpartpicker.com/product/mHddnQ/logitech-m325s-wirelesswired-optical-mouse-910006827,https://cdna.pcpartpicker.com/static/forever/images/product/826d6a24858d87fa6b73f9592df05d1a.256p.jpg,Optical,"Wired, Wireless",1000,Both,Pink,
Logitech M325S,https://pcpartpicker.com/product/g9qPxr/logitech-m325s-wirelesswired-optical-mouse-910-006830,https://cdna.pcpartpicker.com/static/forever/images/product/276e8fe3e96cec1980a190d13e6d19a1.256p.jpg,Optical,"Wired, Wireless",1000,Both,Red / Black,22.99
Logitech M325S,https://pcpartpicker.com/product/q326Mp/logitech-m325s-wirelesswired-optical-mouse-910-006823,https://cdna.pcpartpicker.com/static/forever/images/product/88739d456c84d32f1871c82c188ea332.256p.jpg,Optical,"Wired, Wireless",1000,Both,Gray / Black,20.48
Logitech MX ANYWHERE 2S,https://pcpartpicker.com/product/rTxxFT/logitech-mx-anywhere-2s-bluetoothwirelesswired-laser-mouse-910-005132,https://cdna.pcpartpicker.com/static/forever/images/product/94520abe510dea8cb921e071a92ab53f.256p.jpg,Laser,"Wired, Wireless, Bluetooth Wireless",4000,Right,Black,
Logitech MX ANYWHERE 2S,https://pcpartpicker.com/product/2HZXsY/logitech-mx-anywhere-2s-bluetoothwirelesswired-laser-mouse-910-005151,/static/forever/img/no-image.png,Laser,"Wired, Wireless, Bluetooth Wireless",4000,Right,Teal,
Logitech MX Anywhere 3S for Business,https://pcpartpicker.com/product/dVLdnQ/logitech-mx-anywhere-3s-for-business-bluetoothwirelesswired-laser-mouse-910-006956,https://cdna.pcpartpicker.com/static/forever/images/product/5fcc1846d041aa6ec9532bfaca18d68c.256p.jpg,Laser,"Wired, Wireless, Bluetooth Wireless",8000,Right,Gray,95.35
Mad Catz R.A.T. Air,https://pcpartpicker.com/product/Hhxbt6/mad-catz-rat-air-wiredwireless-optical-mouse-mr04dhambl00,https://cdna.pcpartpicker.com/static/forever/images/product/6cbc0080fc72f841fd616bf6fec8fd1e.256p.jpg,Optical,"Wired, Wireless",12000,Right,Black,
Microsoft Arc,https://pcpartpicker.com/product/9fVmP6/microsoft-arc-bluetoothwirelesswired-optical-mouse-elg-00001,https://cdna.pcpartpicker.com/static/forever/images/product/c9b212b33929d807e2e6e58885fe1440.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",1000,Both,Black,87.99
Microsoft Modern Mobile,https://pcpartpicker.com/product/XFcG3C/microsoft-modern-mobile-bluetoothwirelesswired-optical-mouse-ktf-00085,https://m.media-amazon.com/images/I/31u86kWxHVL.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",2000,Both,Green,
Mionix Castor Pro,https://pcpartpicker.com/product/vkKKHx/mionix-castor-pro-wired-optical-mouse-castor-pro,https://cdna.pcpartpicker.com/static/forever/images/product/6018bd5045e33e5efd5bafde54184258.256p.jpg,Optical,Wired,19000,Right,Black,
YEYIAN Links 3000,https://pcpartpicker.com/product/D77scf/yeyian-links-3000-wired-optical-mouse-ymg-24310,https://cdna.pcpartpicker.com/static/forever/images/product/43c231b5b5b7577198781173b09efab1.256p.jpg,Optical,Wired,7200,Right,Black,
JLab JBuds,https://pcpartpicker.com/product/ZmXV3C/jlab-jbuds-bluetoothwiredwireless-optical-mouse-mjbergorblk82,https://cdna.pcpartpicker.com/static/forever/images/product/1c08201463c31e0167be6c6f28fb703d.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",2400,Right,Black,33.99
Keychron M1,https://pcpartpicker.com/product/6GvD4D/keychron-m1-wired-optical-mouse-39505561354329,/static/forever/img/no-image.png,Optical,Wired,16000,Both,Black,
ninjutso Sora V2,https://pcpartpicker.com/product/ZdnXsY/ninjutso-sora-v2-wireless-optical-mouse-nm043,/static/forever/img/no-image.png,Optical,Wireless,26000,Right,Pink,
DeLUX M800 Ultra,https://pcpartpicker.com/product/VGfV3C/delux-m800-ultra-wirelessbluetoothwired-optical-mouse-m800ultra-blue-600mah,https://m.media-amazon.com/images/I/21vZUzIfQJL.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Blue,
DeLUX M800 Ultra,https://pcpartpicker.com/product/84CCmG/delux-m800-ultra-wirelessbluetoothwired-optical-mouse-m800ultra-white-600mah,/static/forever/img/no-image.png,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,White,47.99
Pulsar X3,https://pcpartpicker.com/product/c9JBD3/pulsar-x3-wirelesswired-optical-mouse-px3r21,https://m.media-amazon.com/images/I/31Vk6YVHauL.jpg,Optical,"Wired, Wireless",32000,Right,Black,
Pulsar X3 Mini,https://pcpartpicker.com/product/y6sMnQ/pulsar-x3-mini-wirelesswired-optical-mouse-px3r11,https://m.media-amazon.com/images/I/31uOFW7bH4L.jpg,Optical,"Wired, Wireless",32000,Right,Black,
Pulsar X3 LHD Mini,https://pcpartpicker.com/product/vBbypg/pulsar-x3-lhd-mini-wirelesswired-optical-mouse-px3l11,https://cdna.pcpartpicker.com/static/forever/images/product/68ba833ce935cdab12f3d2c96b269c24.256p.jpg,Optical,"Wired, Wireless",32000,Left,Black,
MCHOSE A5 Ultra,https://pcpartpicker.com/product/gNpD4D/mchose-a5-ultra-wiredwirelessbluetooth-optical-mouse-a5-13sa,https://cdna.pcpartpicker.com/static/forever/images/product/ffe4ab102f4b1e25bef7ddc711be6044.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,White,
MCHOSE AX5 Pro Max,https://pcpartpicker.com/product/2n2j4D/mchose-ax5-pro-max-wiredwirelessbluetooth-optical-mouse-ax5-11a,/static/forever/img/no-image.png,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Pink,
MCHOSE G3,https://pcpartpicker.com/product/zR4Pxr/mchose-g3-wiredwirelessbluetooth-optical-mouse-g3-16a,/static/forever/img/no-image.png,Optical,"Wired, Wireless, Bluetooth Wireless",12000,Right,Black,
MCHOSE A7,https://pcpartpicker.com/product/GDwD4D/mchose-a7-wiredwirelessbluetooth-optical-mouse-mc-a7-2,/static/forever/img/no-image.png,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black,
MCHOSE A7 Pro,https://pcpartpicker.com/product/Mg3WGX/mchose-a7-pro-wiredwirelessbluetooth-optical-mouse-a7-3a,https://cdna.pcpartpicker.com/static/forever/images/product/1ac0b2a72970aaf0f24b473c25a5145f.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,White,
MCHOSE A7 Pro,https://pcpartpicker.com/product/wZQwrH/mchose-a7-pro-wiredbluetooth-optical-mouse-a7-4a,/static/forever/img/no-image.png,Optical,"Wired, Bluetooth Wireless",26000,Right,Black,
MCHOSE A7 Ultra,https://pcpartpicker.com/product/c7wD4D/mchose-a7-ultra-wiredwirelessbluetooth-optical-mouse-a7-8a,/static/forever/img/no-image.png,Optical,"Wired, Wireless, Bluetooth Wireless",42000,Right,Blue,
MCHOSE L7 Pro,https://pcpartpicker.com/product/PNpD4D/mchose-l7-pro-wiredwirelessbluetooth-optical-mouse-mc-l7-4,https://cdna.pcpartpicker.com/static/forever/images/product/dd072090310850fc33c48a41876b7ac7.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black,
MCHOSE L7 Ultra (500mAh),https://pcpartpicker.com/product/tbpD4D/mchose-l7-ultra-500mah-wiredwirelessbluetooth-optical-mouse-mc-l7-11,/static/forever/img/no-image.png,Optical,"Wired, Wireless, Bluetooth Wireless",42000,Right,Black,
MCHOSE M7 Ultra,https://pcpartpicker.com/product/9Qy8TW/mchose-m7-ultra-wiredwirelessbluetooth-optical-mouse-mc-m7-8,/static/forever/img/no-image.png,Optical,"Wired, Wireless, Bluetooth Wireless",42000,Right,Orange,
HP X200,https://pcpartpicker.com/product/CrqNnQ/hp-x200-wireless-optical-mouse-6vy95aa,https://cdna.pcpartpicker.com/static/forever/images/product/5b26f105ac1c886e0af0ac5ca2208304.256p.jpg,Optical,Wireless,1600,Both,Black,
Pulsar Xlite v4 Mini,https://pcpartpicker.com/product/RxKnTW/pulsar-xlite-v4-mini-wirelesswired-optical-mouse-pxl411,https://cdna.pcpartpicker.com/static/forever/images/product/2a334a06cea06c7b34419dd06011efb4.256p.jpg,Optical,"Wired, Wireless",32000,Right,Black,
Kensington K72422AM,https://pcpartpicker.com/product/wzQypg/kensington-mouse-k72422am,https://cdna.pcpartpicker.com/static/forever/images/product/cbccedd1eb842d7d464862ec57b46fe4.256p.jpg,Optical,Wireless,,Right,Red,21.99
Logitech M320,https://pcpartpicker.com/product/qdCrxr/logitech-mouse-910004352,https://m.media-amazon.com/images/I/41c+4z5Ws7L.jpg,Optical,Wireless,1000,Right,Silver,19.95
Verbatim 98590,https://pcpartpicker.com/product/GK4NnQ/verbatim-mouse-98590,https://cdna.pcpartpicker.com/static/forever/images/product/6547452a885eb29952e6b5648e6fc81e.256p.jpg,Optical,Bluetooth Wireless,1600,Both,Black,18.43
Adesso iMouse M20R,https://pcpartpicker.com/product/DYsmP6/adesso-imouse-m20r-wireless-optical-mouse-m20r,https://cdna.pcpartpicker.com/static/forever/images/product/0502ba58c1b04e40b18cc33541827654.256p.jpg,Optical,Wireless,1600,Right,Red / Black,14.99
Kensington K72421AMA,https://pcpartpicker.com/product/KjTPxr/kensington-k72421ama-wireless-optical-mouse-k72421ama,https://cdna.pcpartpicker.com/static/forever/images/product/432e1384e7cf168e8ac67a18ea02ecc8.256p.jpg,Optical,Wireless,1600,Right,Blue / Black,28.91
Logitech M305,https://pcpartpicker.com/product/CKrG3C/logitech-mouse-910000928,https://m.media-amazon.com/images/I/415NyCV8uSL.jpg,Optical,Wireless,1000,Both,Silver,79.98
Microsoft Optical Mouse 200 for Business,https://pcpartpicker.com/product/JTyFf7/microsoft-mouse-35h00006,https://m.media-amazon.com/images/I/417kEB5FxqL.jpg,Optical,Wired,1000,Both,Black,32.99
Kensington K72370US,https://pcpartpicker.com/product/fRW9TW/kensington-mouse-k72370us,https://cdna.pcpartpicker.com/static/forever/images/product/529bf4e5d1f6e45837aa6842bea1701b.256p.jpg,Optical,Wireless,,,Black,19.98
Logitech M325,https://pcpartpicker.com/product/9hH323/logitech-mouse-910002651,https://cdna.pcpartpicker.com/static/forever/images/product/45c0335f187b060d87ce6c5d188520cf.256p.jpg,Optical,Wireless,,Both,Red,
Saitek GM2400,https://pcpartpicker.com/product/bbMFf7/saitek-mouse-pm40a,/static/forever/img/no-image.png,Laser,Wired,2400,,Gray,
Targus AMW50US,https://pcpartpicker.com/product/g96BD3/targus-mouse-amw50us,https://cdna.pcpartpicker.com/static/forever/images/product/ecbd41daeb68994e09a5d107b90a3928.256p.jpg,Optical,Wireless,800,Both,Black / Gray,21.99
A4Tech G11-570HX-4,https://pcpartpicker.com/product/Bmw323/a4tech-mouse-g11570hx4,https://cdna.pcpartpicker.com/static/forever/images/product/17130a4b4762dcd44f30f709f5e1bcd5.med.256p.jpg,Optical,Wireless,2000,Right,Black / Red,19.98
GAMDIAS APOLLO,https://pcpartpicker.com/product/Vtckcf/gamdias-mouse-gms5101,https://images-na.ssl-images-amazon.com/images/I/41e82cE9d%2BL.jpg,Optical,Wired,3200,Right,Black,
Logitech M535,https://pcpartpicker.com/product/zJbkcf/logitech-mouse-910004432,https://images-eu.ssl-images-amazon.com/images/I/31BtzWJcG1L.jpg,Optical,Bluetooth Wireless,,Both,Blue,23.04
Kensington K72359WW,https://pcpartpicker.com/product/n7x2FT/kensington-k72359ww-wireless-optical-mouse-k72359ww,https://cdna.pcpartpicker.com/static/forever/images/product/e0ef309e8e79fb924095958a753260c9.256p.jpg,Optical,Wireless,,Both,Black / Red,86.37
Adesso IMOUSE X3,https://pcpartpicker.com/product/3xw7YJ/adesso-imouse-x3-wired-optical-mouse-imouse-x3,https://cdna.pcpartpicker.com/static/forever/images/product/845b796ea93dcebff3c3b9cc693eb205.256p.jpg,Optical,Wired,6400,Right,Black / Gold,
Fellowes Penguin Small,https://pcpartpicker.com/product/9z448d/fellowes-penguin-small-wireless-laser-mouse-9894901,https://cdna.pcpartpicker.com/static/forever/images/product/fd50439227055ef283ef83acb8e2224b.256p.jpg,Laser,Wireless,1200,Both,Black / Silver,175.45
HP OMEN Photon,https://pcpartpicker.com/product/m2848d/hp-omen-photon-wireless-laser-mouse-6cl96aaabl,https://cdna.pcpartpicker.com/static/forever/images/product/b331b5ea1a08711b262a1638633cf753.256p.jpg,Laser,Wireless,8200,Right,Black / Red,
Verbatim 70243,https://pcpartpicker.com/product/jt9tt6/verbatim-70243-wireless-laser-mouse-70243,https://cdna.pcpartpicker.com/static/forever/images/product/c5b2b398905a0ea2cbb3ff56fbea9362.256p.jpg,Laser,Wireless,1600,Right,Red / Black,
Cooler Master MM731,https://pcpartpicker.com/product/x8kWGX/cooler-master-mm731-wireless-optical-mouse-mm-731-wwoh1,https://cdna.pcpartpicker.com/static/forever/images/product/94306570c05d8e62de368bd65c195cf1.256p.jpg,Optical,Wireless,19000,Right,White / Gray,45.72
Razer Orochi V2 Strike,https://pcpartpicker.com/product/KWxRsY/razer-orochi-v2-strike-wireless-optical-mouse-rz01-03731000-r3u1,https://m.media-amazon.com/images/I/41S2LLVl0pL.jpg,Optical,Wireless,18000,Right,Black / Gray,102.00
Logitech POP Daydream,https://pcpartpicker.com/product/gcXJ7P/logitech-pop-daydream-bluetoothwireless-optical-mouse-910-006544,https://cdna.pcpartpicker.com/static/forever/images/product/0feeeb4377372c706cd6aa14f730b219.256p.jpg,Optical,"Wireless, Bluetooth Wireless",4000,Both,Purple / Green,24.00
AZIO RM-RCM-L-02,https://pcpartpicker.com/product/Lnhv6h/azio-rm-rcm-l-02-bluetoothwirelesswired-optical-mouse-rm-rcm-l-02,https://m.media-amazon.com/images/I/31hl4htnuOL.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",3000,Both,White / Pink,101.84
VisionTek OCPC MR44,https://pcpartpicker.com/product/ZDxxFT/visiontek-ocpc-mr44-wired-optical-mouse-901541,https://cdna.pcpartpicker.com/static/forever/images/product/a4b9a479c8b8ef591e053d41d0b62d86.256p.jpg,Optical,Wired,16000,Right,Black / Red,40.00
Dell MS3320W,https://pcpartpicker.com/product/WWC48d/dell-ms3320w-wiredwirelessbluetooth-optical-mouse-ms3220blk,https://cdna.pcpartpicker.com/static/forever/images/product/606bce5fafc8b4b3f1b73a3e63e65c59.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",1600,Both,Black,17.94
Dell MS3320W,https://pcpartpicker.com/product/HPNxFT/dell-ms3320w-wiredwirelessbluetooth-optical-mouse-ms3220gy,https://m.media-amazon.com/images/I/312LMblpNRL.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",1600,Both,Gray,27.80
IOGEAR SYMMETRE II,https://pcpartpicker.com/product/FbQcCJ/iogear-symmetre-ii-wired-optical-mouse-gme640,https://cdna.pcpartpicker.com/static/forever/images/product/9486bd0dcf0ac2f969119865fca609cc.256p.jpg,Optical,Wired,16000,Both,Black,
Microsoft 222-00017,https://pcpartpicker.com/product/kWGbt6/microsoft-222-00017-bluetoothwirelesswired-optical-mouse-222-00017,https://cdna.pcpartpicker.com/static/forever/images/product/ece22fd51e02b13bc7df858762f154b5.256p.jpg,Optical,"Wired, Wireless, Bluetooth Wireless",2400,Right,White,
Endgame Gear XM2w 4k,https://pcpartpicker.com/product/BTHp99/endgame-gear-xm2w-4k-wiredwireless-optical-mouse-egg-xm2w-4k-wf,https://cdna.pcpartpicker.com/static/forever/images/product/86ab20a38b8af69eee2df5f029db88cf.256p.jpg,Optical,"Wired, Wireless",26000,Right,White / Gray,59.99
Gigabyte GM-M8000X,https://pcpartpicker.com/product/6KrG3C/gigabyte-mouse-gmm8000x,https://m.media-amazon.com/images/I/41VrJafmKdL.jpg,Laser,Wired,6000,,Black,
Razer Orochi,https://pcpartpicker.com/product/496BD3/razer-mouse-rz0100300100r3u1,https://m.media-amazon.com/images/I/31w4YWIJc3L.jpg,Laser,Bluetooth Wireless,4000,Both,Black,
Gigabyte GM-M8600,https://pcpartpicker.com/product/JPrG3C/gigabyte-mouse-gmm8600,https://m.media-amazon.com/images/I/31d0DnDSe5L.jpg,Laser,Wireless,5600,,Black,
Razer Naga Epic,https://pcpartpicker.com/product/HnDwrH/razer-mouse-rz0100510100r3u1,https://m.media-amazon.com/images/I/317sffB8r2L.jpg,Laser,Wireless,5600,,Black,
Gigabyte GM-M6880,https://pcpartpicker.com/product/tNCwrH/gigabyte-mouse-gmm6880,https://m.media-amazon.com/images/I/21t3imHs6vL.jpg,Laser,Wired,1600,,Black,
Razer Mamba 2012 Elite,https://pcpartpicker.com/product/wpckcf/razer-mouse-rz0100120400r3u1,https://m.media-amazon.com/images/I/31hBkOYPpKL.jpg,Laser,Wireless,6400,Right,Black,
Cooler Master CM Storm Spawn,https://pcpartpicker.com/product/QLQypg/cooler-master-mouse-sgm2000mlon1,https://m.media-amazon.com/images/I/41G1lJEXwuL.jpg,Optical,Wired,3500,Right,Black / Red,
Razer Imperator 2012 ,https://pcpartpicker.com/product/2YjG3C/razer-mouse-rz0100350200r3u1,https://images-na.ssl-images-amazon.com/images/I/41RGGMLzA3L.jpg,Laser,Wired,6400,Right,Black,
Thermaltake MO-BLK002DT,https://pcpartpicker.com/product/mQJwrH/thermaltake-mouse-moblk002dt,https://images-na.ssl-images-amazon.com/images/I/41dncVPmZlL.jpg,Laser,Wired,4000,Right,Black,
Thermaltake MO-BLE001DT,https://pcpartpicker.com/product/8zDwrH/thermaltake-mouse-moble001dt,https://m.media-amazon.com/images/I/41j-JldopEL.jpg,Laser,Wired,6500,Both,Black,
Razer Spectre StarCraft II,https://pcpartpicker.com/product/bGCwrH/razer-mouse-rz0100430100r3u1,https://images-na.ssl-images-amazon.com/images/I/41gXDdpfmkL.jpg,Laser,Wired,5600,,Silver,
Thermaltake MO-ARS003DTD,https://pcpartpicker.com/product/xWh9TW/thermaltake-mouse-moars003dtd,https://m.media-amazon.com/images/I/319QnTIiA6L.jpg,Optical,Wired,1600,Both,Black,
Gigabyte GM-M6980,https://pcpartpicker.com/product/6msKHx/gigabyte-mouse-gmm6980,https://m.media-amazon.com/images/I/21zh0myciYL.jpg,Laser,Wired,2000,Right,Black,
Razer ABYSSUS,https://pcpartpicker.com/product/YbMFf7/razer-mouse-rz0100360100r3u1,https://m.media-amazon.com/images/I/41JJstXjUDL.jpg,Optical,Wired,3500,Both,Black,
Cooler Master CM Storm Inferno,https://pcpartpicker.com/product/trFPxr/cooler-master-mouse-sgm4000klln1gp,https://m.media-amazon.com/images/I/31VY7paSdrL.jpg,Laser,Wired,4000,Right,Black,
Razer Naga Molten,https://pcpartpicker.com/product/Lfbp99/razer-mouse-rz0100280500r3m1,https://m.media-amazon.com/images/I/519hXmqegSL.jpg,Laser,Wired,5600,,Black,
Razer Imperator,https://pcpartpicker.com/product/fDW9TW/razer-mouse-rz0100350100r3u1,https://images-na.ssl-images-amazon.com/images/I/41Ff1w8fZHL.jpg,Laser,Wired,5600,Right,Black,
Microsoft SideWinder X3,https://pcpartpicker.com/product/NBV48d/microsoft-mouse-uuc00001,https://images-eu.ssl-images-amazon.com/images/I/41Xpv0XfexL.jpg,Laser,Wired,2000,Both,Black / Silver,
Microsoft B5W-00001,https://pcpartpicker.com/product/rhH323/microsoft-mouse-b5w00001b,/static/forever/img/no-image.png,Laser,Wireless,,Both,Silver,
Logitech M505,https://pcpartpicker.com/product/DmsKHx/logitech-mouse-910001326,https://m.media-amazon.com/images/I/41IRxOCAxFL.jpg,Laser,Wireless,,Both,Black / Red,
Gigabyte GM-ECO600,https://pcpartpicker.com/product/cyCwrH/gigabyte-mouse-gmeco600,https://m.media-amazon.com/images/I/419YaoPtWlL.jpg,Laser,Wireless,1600,Right,Black,
Logitech M310,https://pcpartpicker.com/product/KdR48d/logitech-mouse-910002485,https://images-na.ssl-images-amazon.com/images/I/41D9VO6eqqL.jpg,Laser,Wireless,,Both,Silver,
Rosewill RM-2400L,https://pcpartpicker.com/product/VbMFf7/rosewill-mouse-rm2400l,https://images-eu.ssl-images-amazon.com/images/I/41hv6tBv%2BFL.jpg,Laser,Wired,2400,,Black / Silver,
HP GW405AA,https://pcpartpicker.com/product/PGCwrH/hp-mouse-gw405aa,https://m.media-amazon.com/images/I/31E6P8KTahL.jpg,Laser,Wired,,,Black,
Logitech Anywhere,https://pcpartpicker.com/product/zCYXsY/logitech-mouse-910000872,https://m.media-amazon.com/images/I/41NhPAdIGkL.jpg,Laser,Wireless,,Right,Black,
Razer Lachesis,https://pcpartpicker.com/product/YqFPxr/razer-mouse-rz0100170500r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/6ee675b983d8ad1ad8fb0ad57f6d4eb3.256p.jpg,Laser,Wired,5600,Right,Black,
Razer Orochi,https://pcpartpicker.com/product/zjFPxr/razer-mouse-rz0100300200r3m1,https://m.media-amazon.com/images/I/419ZPCcNS1L.jpg,Laser,Bluetooth Wireless,4000,Right,Black,
Logitech M500,https://pcpartpicker.com/product/TtGkcf/logitech-mouse-910001204,https://cdna.pcpartpicker.com/static/forever/images/product/b75ab713ecd6f4d12e84dee88e90083f.256p.jpg,Laser,Wired,1000,Right,Black,
Logitech M505,https://pcpartpicker.com/product/HQJwrH/logitech-mouse-910001321,https://m.media-amazon.com/images/I/419j3XQkFQL.jpg,Laser,Wireless,,Both,Black,
V7 M42N01-7N,https://pcpartpicker.com/product/RHyFf7/v7-mouse-m42n017n,/static/forever/img/no-image.png,Laser,Wireless,1200,Both,Black,
Kensington SlimBlade,https://pcpartpicker.com/product/PcphP6/kensington-mouse-k72334us,https://m.media-amazon.com/images/I/41KR1dnzLCL.jpg,Laser,Wireless,,Both,Black,
Gigabyte GM-M7700,https://pcpartpicker.com/product/7ZYXsY/gigabyte-mouse-gmm7700,https://m.media-amazon.com/images/I/41RsUfSwc-L.jpg,Laser,Wireless,1600,,Black,
Logitech M310,https://pcpartpicker.com/product/sWh9TW/logitech-mouse-910002486,https://m.media-amazon.com/images/I/415V6zC9DgL.jpg,Laser,Wireless,,Both,Red,17.98
Gigabyte GM-M7700,https://pcpartpicker.com/product/bdR48d/gigabyte-mouse-gmm7700wht,/static/forever/img/no-image.png,Laser,Wireless,1600,Right,White,
Sony VGPBMS10/B,https://pcpartpicker.com/product/DKrG3C/sony-mouse-vgpbms10b,/static/forever/img/no-image.png,Laser,Bluetooth Wireless,800,Both,Black,
Gear Head LM6000U,https://pcpartpicker.com/product/jLQypg/gear-head-mouse-lm6000u,https://images-na.ssl-images-amazon.com/images/I/41pSmXRGyeL.jpg,Laser,Wired,1600,Both,Black,
Lenovo 41U3074,https://pcpartpicker.com/product/GwsKHx/lenovo-mouse-41u3074,https://cdna.pcpartpicker.com/static/forever/images/product/33cf6eb4b2c6e6f2bf5e2665ee856f4f.256p.jpg,Laser,Wired,2000,Both,Black,
Logitech M505,https://pcpartpicker.com/product/Fpckcf/logitech-mouse-910001316,https://m.media-amazon.com/images/I/417dKOtkNRL.jpg,Laser,Wireless,,Both,Silver,
Logitech M310,https://pcpartpicker.com/product/8msKHx/logitech-mouse-910002482,https://m.media-amazon.com/images/I/51Soh8Mml4L.jpg,Laser,Wireless,,Both,Black / Blue,
Logitech M310,https://pcpartpicker.com/product/ZjFPxr/logitech-mouse-910002483,https://images-na.ssl-images-amazon.com/images/I/51KtPrOZWfL.jpg,Laser,Wireless,,Both,Blue,
Logitech M310,https://pcpartpicker.com/product/mBV48d/logitech-mouse-910002484,https://images-na.ssl-images-amazon.com/images/I/51eIWqCG%2BpL.jpg,Laser,Wireless,,Both,Black / Silver,
Sony VGP-BMS77,https://pcpartpicker.com/product/nMkD4D/sony-mouse-vgpbms77,https://m.media-amazon.com/images/I/41-ctW1ep2L.jpg,Laser,Bluetooth Wireless,1600,Both,Black / Silver,
Syba CL-MOU23013,https://pcpartpicker.com/product/F3TmP6/syba-mouse-clmou23013,https://cdna.pcpartpicker.com/static/forever/images/product/b06cb4cd4b32d615778bc84cd1bc4b1d.256p.jpg,Laser,Wireless,1600,Both,Black / Red,
