Name,URL,Image,Type,Frequency Response,Microphone,Wireless,Enclosure Type,Color,Price
Razer Kraken V4 X,https://pcpartpicker.com/product/HQTZxr/razer-kraken-v4-x-71-channel-headset-rz04-05180100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/1487a18041e36567019f5f44c1e9fdba.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Open,Black,35.96
HP HyperX Cloud Stinger Core - Wireless,https://pcpartpicker.com/product/sj6p99/hp-hyperx-cloud-stinger-core-wireless-71-channel-headset-4p4f0aa,https://cdna.pcpartpicker.com/static/forever/images/product/9f7728301d548a8120f16f708c55e6ad.256p.jpg,Circumaural,10 Hz - 21 kHz,Yes,Yes,Closed,Black,49.99
Logitech ASTRO A50 (GEN 5),https://pcpartpicker.com/product/LtwmP6/logitech-astro-a50-gen-5-headset-939-002229,https://m.media-amazon.com/images/I/41S+GF-fE1L.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,White / Red,239.99
Corsair HS65 SURROUND,https://pcpartpicker.com/product/Br8bt6/corsair-hs65-surround-71-channel-headset-ca-9011270-na,https://cdna.pcpartpicker.com/static/forever/images/product/71173beea73b5395cf2cdd22451dabb2.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,59.99
Cyber Acoustics ACM-70B,https://pcpartpicker.com/product/7gvRsY/cyber-acoustics-headphones-acm70b,https://cdna.pcpartpicker.com/static/forever/images/product/1455b7ea402a06403cec5b9c3aaf63bb.256p.jpg,Supra-aural,20 Hz - 20 kHz,No,No,Closed,Black,8.99
Apple MD827LL/A,https://pcpartpicker.com/product/rYvRsY/apple-headphones-md827lla,https://images-na.ssl-images-amazon.com/images/I/310iBKc1RZL.jpg,Earbud,,Yes,No,Closed,White,25.48
Razer Kraken V3 Pro,https://pcpartpicker.com/product/msqPxr/razer-kraken-v3-pro-71-channel-headset-rz04-03460100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/f37538fee88baa3ffbb73c14b7d98ac3.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,
SteelSeries Arctis Nova 3,https://pcpartpicker.com/product/xTRwrH/steelseries-arctis-nova-3-headset-61631,https://cdna.pcpartpicker.com/static/forever/images/product/0fdfe858d8a990e91377d94b3071bb16.256p.jpg,Circumaural,20 Hz - 22 kHz,Yes,No,Closed,Black,
SteelSeries Arctis Nova 1,https://pcpartpicker.com/product/YpV2FT/steelseries-arctis-nova-1-headset-61607,https://cdna.pcpartpicker.com/static/forever/images/product/1d4850defe86fc79819972478425c3bf.256p.jpg,Circumaural,20 Hz - 22 kHz,Yes,No,Closed,White,59.99
Bang &amp; Olufsen Beoplay H100,https://pcpartpicker.com/product/WjBFf7/bang-olufsen-beoplay-h100-headset-1224404,https://m.media-amazon.com/images/I/31qrDMVWhtL.jpg,Circumaural,10 Hz - 40 kHz,Yes,Yes,Closed,Copper,2200.00
Beyerdynamic DT1990 Pro,https://pcpartpicker.com/product/WvKcCJ/beyerdynamic-dt1990-pro-headphones-dt1990-pro,https://m.media-amazon.com/images/I/31J9aDR1Q3L.jpg,Circumaural,5 Hz - 40 kHz,No,No,Open,Black,
Beyerdynamic MMX 300 (2nd Generation),https://pcpartpicker.com/product/bDzFf7/beyerdynamic-mmx-300-2nd-generation-headset-718300,https://cdna.pcpartpicker.com/static/forever/images/product/15a63e1a025be4f594a44c134d3d4c3a.256p.jpg,Circumaural,5 Hz - 35 kHz,Yes,No,Closed,Black,265.14
Skullcandy Crusher,https://pcpartpicker.com/product/2yBhP6/skullcandy-crusher-headphones-s6crw-k591,https://cdna.pcpartpicker.com/static/forever/images/product/ed6ccd6c7e88b57362655bf30272acbc.256p.jpg,Circumaural,20 Hz - 20 kHz,No,Yes,Closed,Black,
Razer BlackShark V2 HyperSpeed,https://pcpartpicker.com/product/xszXsY/razer-blackshark-v2-hyperspeed-headset-rz04-04960100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/9954979109fc80e014ebec85a4dfeaf7.256p.jpg,Circumaural,12 Hz - 28 kHz,Yes,No,Closed,Black,69.98
Astro A50 + Base Station,https://pcpartpicker.com/product/wNxRsY/astro-a50-base-station-headset-939-001680,https://m.media-amazon.com/images/I/41XJ-8tfeNL.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Gold,
Audio-Technica ATH-M20X,https://pcpartpicker.com/product/HzBTwP/audio-technica-ath-m20x-headphones-aud-athm20x,https://m.media-amazon.com/images/I/41QGw3arS+S.jpg,Circumaural,15 Hz - 20 kHz,No,No,Closed,Black / Silver,59.00
SteelSeries Arctis Nova 7X,https://pcpartpicker.com/product/h8hFf7/steelseries-arctis-nova-7x-headset-61565,https://cdna.pcpartpicker.com/static/forever/images/product/7c5583823c6e919356c609ec9cee2778.256p.jpg,Circumaural,20 Hz - 22 kHz,Yes,Yes,Closed,Black / Green,199.99
JBL Quantum One,https://pcpartpicker.com/product/VwfFf7/jbl-quantum-one-headset-jblquantumoneblkam,https://cdna.pcpartpicker.com/static/forever/images/product/a866eecc5ceed959481a79ea37833731.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,299.99
Corsair VOID RGB ELITE,https://pcpartpicker.com/product/wW4BD3/corsair-void-rgb-elite-71-channel-headset-ca-9011201-na,https://cdna.pcpartpicker.com/static/forever/images/product/39bd7b4b72fdea1dee1726fb419dc1a2.256p.jpg,Circumaural,20 Hz - 30 kHz,Yes,Yes,Closed,Black,109.99
Razer Barracuda X Chroma,https://pcpartpicker.com/product/vMrp99/razer-barracuda-x-chroma-71-channel-headset-rz04-05220100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/07ac0aecee45730cd17c31b91beae543.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,123.49
Sennheiser MOMENTUM 4,https://pcpartpicker.com/product/qv9wrH/sennheiser-momentum-4-headset-509266,https://cdna.pcpartpicker.com/static/forever/images/product/17da3b443ee8fed92a068ee3ff2deb31.256p.jpg,Circumaural,6 Hz - 22 kHz,Yes,Yes,Closed,Black,239.27
Logitech G935,https://pcpartpicker.com/product/33L48d/logitech-g935-71-channel-headset-981-000742,https://cdna.pcpartpicker.com/static/forever/images/product/153b223886e6e0bd0e9a89c1dbbc66be.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Blue,121.59
Fractal Design Scape,https://pcpartpicker.com/product/2sVfrH/fractal-design-scape-headset-fd-hs-sca1-02,https://cdna.pcpartpicker.com/static/forever/images/product/87baa71a3a81bfd1d167a43f0b944f48.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,White,195.99
Sennheiser HD 599 SE,https://pcpartpicker.com/product/Yb88TW/sennheiser-hd-599-se-headphones-508697,https://m.media-amazon.com/images/I/41dKO6V2ftL.jpg,Circumaural,12 Hz - 38.5 kHz,No,No,Open,Black / Silver,99.95
Creative Labs Zen Hybrid 2,https://pcpartpicker.com/product/nX2j4D/creative-labs-zen-hybrid-2-headset-51ef1140aa000,https://cdna.pcpartpicker.com/static/forever/images/product/b62336c70a89b8a7db677479926c1972.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,White,54.99
Anker Soundcore Life Q30,https://pcpartpicker.com/product/LrxRsY/anker-soundcore-life-q30-headset-a3028011,https://cdna.pcpartpicker.com/static/forever/images/product/fda9bb6f85d16e99070ead70d1fe5405.256p.jpg,Circumaural,16 Hz - 40 kHz,Yes,Yes,Closed,Black,55.99
HiFiMAN SUNDARA,https://pcpartpicker.com/product/BrrRsY/hifiman-sundara-headphones-sundara,https://m.media-amazon.com/images/I/41vJU7v6dEL.jpg,Circumaural,6 Hz - 75 kHz,No,No,Open,Black,179.00
HP HyperX Cloud II,https://pcpartpicker.com/product/pm4BD3/hp-hyperx-cloud-ii-71-channel-headset-hhsc2x-ba-rdg,https://cdna.pcpartpicker.com/static/forever/images/product/d86441219c18917d8d48bdf4656a3fa8.256p.jpg,Circumaural,15 Hz - 20 kHz,Yes,Yes,Closed,Black / Red,
SteelSeries Arctis Nova Pro,https://pcpartpicker.com/product/VfjRsY/steelseries-arctis-nova-pro-headset-61527,https://cdna.pcpartpicker.com/static/forever/images/product/23c658e3073d979515398f4726b2f3b5.256p.jpg,Circumaural,10 Hz - 40 kHz,Yes,No,Closed,Black,279.99
Turtle Beach Recon 50P,https://pcpartpicker.com/product/6HrYcf/turtle-beach-recon-50p-headset-tbs-3303-01,https://cdna.pcpartpicker.com/static/forever/images/product/0fc335e47c1779d11edf69836f6669a5.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,31.98
Razer Barracuda X Chroma,https://pcpartpicker.com/product/X6xTwP/razer-barracuda-x-chroma-71-channel-headset-rz04-05220200-r3u1,https://m.media-amazon.com/images/I/418g5P7zkHL.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,White,109.99
Bose QuietComfort Ultra,https://pcpartpicker.com/product/yZKnTW/bose-quietcomfort-ultra-headset-880066-0100,https://cdna.pcpartpicker.com/static/forever/images/product/00b02640c942ffef6448571d621c8c68.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,299.99
Astro Gaming A40 TR + MixAmp Pro TR,https://pcpartpicker.com/product/xM7p99/astro-gaming-a40-tr-mixamp-pro-tr-71-channel-headset-939-001533,https://cdna.pcpartpicker.com/static/forever/images/product/63b5586f9515b362c7ff2bd8d0390f35.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Gold,349.00
JBL Quantum 910,https://pcpartpicker.com/product/s3vD4D/jbl-quantum-910-headset-jblq910wlblkam,https://cdna.pcpartpicker.com/static/forever/images/product/621d19a498d3ccd2201da25c845132d9.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,279.95
MSI MAESTRO 300,https://pcpartpicker.com/product/Rvgrxr/msi-maestro-300-headset-maestro-300,https://cdna.pcpartpicker.com/static/forever/images/product/7e701112895caada4fb4121743cdb21f.256p.jpg,Circumaural,20 Hz - 40 kHz,Yes,No,Closed,Black,30.00
Corsair HS80 RGB,https://pcpartpicker.com/product/G9jRsY/corsair-hs80-rgb-71-channel-headset-ca-9011237-na,https://cdna.pcpartpicker.com/static/forever/images/product/f63dfe4bdc6025c7688d50f2fa2fdf95.256p.jpg,Circumaural,20 Hz - 40 kHz,Yes,No,Closed,Black,109.99
Turtle Beach Atlas Air,https://pcpartpicker.com/product/ZtmNnQ/turtle-beach-atlas-air-headset-tbs-5101-05,https://m.media-amazon.com/images/I/41KmfYi7b7L.jpg,Circumaural,20 Hz - 40 kHz,Yes,Yes,Closed,Black,179.99
SteelSeries Arctis Pro Wireless,https://pcpartpicker.com/product/vFvdnQ/steelseries-arctis-pro-wireless-headset-61474,https://m.media-amazon.com/images/I/41QEs2j+cBL.jpg,Circumaural,10 Hz - 40 kHz,Yes,Yes,Closed,White,
Sennheiser HD 599,https://pcpartpicker.com/product/T3Brxr/sennheiser-hd-599-headphones-hd-599,https://cdna.pcpartpicker.com/static/forever/images/product/fef5c4aa6e302fe648bb9b5d9aa02968.256p.jpg,Circumaural,12 Hz - 38.5 kHz,No,No,Open,White / Brown,135.99
Razer Kraken Kitty,https://pcpartpicker.com/product/GQPQzy/razer-kraken-kitty-headset-rz04-02980200-r3m1,https://cdna.pcpartpicker.com/static/forever/images/product/590df3876fa2f75521f718e26036d99e.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Pink,
SteelSeries Arctis Nova 7,https://pcpartpicker.com/product/3WCZxr/steelseries-arctis-nova-7-headset-61567,https://cdna.pcpartpicker.com/static/forever/images/product/f724475d35ffd77e16123691d97d615d.256p.jpg,Circumaural,20 Hz - 22 kHz,Yes,Yes,Closed,White / Black,118.97
Audio-Technica ATH-M50xSTS StreamSet USB,https://pcpartpicker.com/product/wqdG3C/audio-technica-ath-m50xsts-streamset-usb-headset-ath-m50xsts-usb,https://cdna.pcpartpicker.com/static/forever/images/product/632358a823f2a125bd815ed135360af8.256p.jpg,Circumaural,15 Hz - 28 kHz,Yes,No,Closed,Black / Silver,246.00
DROP Drop + Sennheiser PC38X,https://pcpartpicker.com/product/V4rRsY/drop-drop-sennheiser-pc38x-headset-pc38x-black,https://m.media-amazon.com/images/I/41NBLzgzsYL.jpg,Circumaural,10 Hz - 30 kHz,Yes,No,Open,Black,
DROP Massdrop Plus Universal IEM,https://pcpartpicker.com/product/wj7p99/drop-massdrop-plus-universal-iem-in-ear-universal-plus-iem,https://m.media-amazon.com/images/I/41Qbd8ur3OL.jpg,In Ear,5 Hz - 18 kHz,No,No,Closed,Black,
Mad Catz F.R.E.Q. 5,https://pcpartpicker.com/product/PXK7YJ/mad-catz-headphones-mcb4340300c2021,https://m.media-amazon.com/images/I/511ICvUfgDL.jpg,Circumaural,,Yes,No,Closed,Black,
Logitech G35,https://pcpartpicker.com/product/cVMFf7/logitech-headphones-981000116,https://m.media-amazon.com/images/I/41vSKhjM2FL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,470.00
Beyerdynamic DT 700 PRO X,https://pcpartpicker.com/product/HXkH99/beyerdynamic-dt-700-pro-x-headphones-737704,https://m.media-amazon.com/images/I/21jy2pf+xGL.jpg,Circumaural,5 Hz - 40 kHz,No,No,Closed,Black,319.99
Razer Kraken BT - Hello Kitty and Friends Edition,https://pcpartpicker.com/product/8N3gXL/razer-kraken-bt-hello-kitty-and-friends-edition-headset-rz04-03520300-r3m1,https://cdna.pcpartpicker.com/static/forever/images/product/82395c7aa315d8987440ba8ca39a1df9.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Pink / White,55.00
Corsair Virtuoso RGB,https://pcpartpicker.com/product/rntKHx/corsair-virtuoso-rgb-71-channel-headset-ca-9011185-na,https://cdna.pcpartpicker.com/static/forever/images/product/23d3c25240e49e524e0a6dfd706306ce.256p.jpg,Circumaural,20 Hz - 40 kHz,Yes,Yes,Closed,Black,119.99
Philips Fidelio X2HR/00,https://pcpartpicker.com/product/DZ3mP6/philips-fidelio-x2hr00-headphones-x2hr00,https://cdna.pcpartpicker.com/static/forever/images/product/2c3d2564e4da8b748237506fa4e6e027.256p.jpg,Circumaural,5 Hz - 40 kHz,No,No,Open,Black,164.98
Beyerdynamic T 5 p,https://pcpartpicker.com/product/3rdqqs/beyerdynamic-headphones-t5p,https://m.media-amazon.com/images/I/41EhXlAC3TL.jpg,Circumaural,5 Hz - 50 kHz,No,No,Closed,Black / Silver,
HiFiMAN Arya,https://pcpartpicker.com/product/TrrRsY/hifiman-arya-headphones-arya,https://m.media-amazon.com/images/I/41c2jdUxraL.jpg,Circumaural,8 Hz - 65 kHz,No,No,Open,Black,599.00
Logitech G335,https://pcpartpicker.com/product/PR6p99/logitech-981-000977-headset-981-000977,https://cdna.pcpartpicker.com/static/forever/images/product/fc97a7e957d48182c8685ab9dde51dcd.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Blue,49.99
Razer BlackShark V2,https://pcpartpicker.com/product/zYGnTW/razer-blackshark-v2-headset-rz04-03230100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/b2a30f7ab28e58540fe93525e21fc54a.256p.jpg,Circumaural,12 Hz - 28 kHz,Yes,No,Closed,Black / Green,
Sennheiser HD 490 PRO,https://pcpartpicker.com/product/BrsV3C/sennheiser-hd-490-pro-headphones-700286,https://cdna.pcpartpicker.com/static/forever/images/product/6bbb2b83fb25abcbacfa5b06d1fe7bd5.256p.jpg,Circumaural,,No,No,Open,Black,339.00
SteelSeries Arctis 7,https://pcpartpicker.com/product/cKjWGX/steelseries-arctis-7-headset-61463,https://cdna.pcpartpicker.com/static/forever/images/product/bdb3916323d5db4d6349200782f3f0ba.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,
Asus ROG Delta White Edition,https://pcpartpicker.com/product/q3snTW/asus-rog-delta-white-edition-headset-90yh02hw-b2ua00,https://cdna.pcpartpicker.com/static/forever/images/product/3cf63f873a3972057a8d9dcb202fa5a8.256p.jpg,Circumaural,20 Hz - 40 kHz,Yes,No,Closed,White,
Corsair HS55 WIRELESS CORE,https://pcpartpicker.com/product/q3hFf7/corsair-hs55-wireless-core-headset-ca-9011290-na,https://cdna.pcpartpicker.com/static/forever/images/product/3101af29b649f4673d2944053c534c9c.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,
Sennheiser HD6XX,https://pcpartpicker.com/product/9WwmP6/sennheiser-hd6xx-headphones-hd6xx,/static/forever/img/no-image.png,Circumaural,10 Hz - 41 kHz,No,No,Open,Black,298.20
Corsair HS55,https://pcpartpicker.com/product/bbvD4D/corsair-hs55-headset-ca-9011281-na,https://cdna.pcpartpicker.com/static/forever/images/product/b838a28c5afbd2d9ab7df2812bad6d6f.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,White,79.99
Razer Kraken X,https://pcpartpicker.com/product/bcTzK8/razer-kraken-x-71-channel-headset-rz04-02890100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/73bbeea43dd6ff8d8356991684fa1a8d.256p.jpg,Circumaural,12 Hz - 28 kHz,Yes,No,Closed,Black,
Turtle Beach Recon 50,https://pcpartpicker.com/product/6K4NnQ/turtle-beach-headphones-tbs600301,https://cdna.pcpartpicker.com/static/forever/images/product/edab0f1c6ea601832ae8f550fd9e277d.256p.jpg,Circumaural,,Yes,No,Closed,Black / Red,27.99
Audio-Technica ATH-M50xWH,https://pcpartpicker.com/product/XW4NnQ/audio-technica-headphones-athm50xwh,https://cdna.pcpartpicker.com/static/forever/images/product/0326f36a5f3d138b2bcad1c38462d359.256p.jpg,Circumaural,15 Hz - 28 kHz,No,No,Closed,White,179.00
Logitech PRO X 2 LIGHTSPEED,https://pcpartpicker.com/product/VvJp99/logitech-pro-x-2-lightspeed-headset-981-001274,https://cdna.pcpartpicker.com/static/forever/images/product/a6f5639bd73eb807cf2b8cfd0286b6cc.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Pink,229.99
Asus TUF Gaming H3,https://pcpartpicker.com/product/kF4BD3/asus-tuf-gaming-h3-headset-tuf-gaming-h3,https://cdna.pcpartpicker.com/static/forever/images/product/3ec0480dc0e8ee0a28328df7adab77bb.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Gray,81.43
Sony XM5,https://pcpartpicker.com/product/RjVmP6/sony-wh1000xm5s-headset-wh1000xm5s,https://cdna.pcpartpicker.com/static/forever/images/product/18c22915f564d4d93d4d52c7f6cdbade.256p.jpg,Circumaural,4 Hz - 40 kHz,Yes,Yes,Closed,Silver,278.00
Apple AirPods Pro,https://pcpartpicker.com/product/MWK2FT/apple-airpods-pro-earbud-with-microphone-mwp22ama,https://m.media-amazon.com/images/I/31G4DtYkP+L.jpg,Earbud,,Yes,Yes,Closed,White,258.08
"SteelSeries Arctis Nova Pro Wireless for PC, PS5, and PS4",https://pcpartpicker.com/product/3kFmP6/steelseries-arctis-nova-pro-wireless-for-pc-ps5-and-ps4-headset-61526,https://cdna.pcpartpicker.com/static/forever/images/product/f8687b02b6f6bb7c3ef4593e81978c46.256p.jpg,Circumaural,10 Hz - 40 kHz,Yes,Yes,Closed,White / Silver,309.99
Adesso Xtream H5,https://pcpartpicker.com/product/7PZFf7/adesso-xtream-h5-headset-xtreamh5,https://cdna.pcpartpicker.com/static/forever/images/product/3db0ff7625db91b792b461747e5a38a7.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black,12.65
Razer Kraken BT - Kitty Edition,https://pcpartpicker.com/product/NVH7YJ/razer-kraken-bt-kitty-edition-headset-rz04-03520100-r3u1,https://cdna.pcpartpicker.com/static/forever/images/product/e698c6f5cf1e1cfbc4ade325a2853368.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Pink / White,69.98
HP HyperX Cloud Alpha 2,https://pcpartpicker.com/product/cFLp99/hp-hyperx-cloud-alpha-2-headset-aj5c7aa,https://cdna.pcpartpicker.com/static/forever/images/product/e7e47e9cac1d47ae1f98bde5db270600.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black,249.99
Anker Soundcore Life Q20,https://pcpartpicker.com/product/gLjBD3/anker-soundcore-life-q20-headset-a3025041,https://m.media-amazon.com/images/I/413u0C2iOvL.jpg,Circumaural,16 Hz - 40 kHz,Yes,Yes,Closed,Silver,49.98
Logitech H390,https://pcpartpicker.com/product/PYMFf7/logitech-headphones-981000014,https://cdna.pcpartpicker.com/static/forever/images/product/946c43c9b14c4beb80cf52e624049f7f.256p.jpg,Supra-aural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,20.99
Sony INZONE H9,https://pcpartpicker.com/product/GFVmP6/sony-inzone-h9-headset-whg900nw,https://cdna.pcpartpicker.com/static/forever/images/product/fcad025507e2390073f4a077c464cb59.256p.jpg,Circumaural,5 Hz - 20 kHz,Yes,Yes,Closed,,198.00
HP HyperX Cloud III,https://pcpartpicker.com/product/DfjRsY/hp-hyperx-cloud-iii-headset-77z45aa,https://cdna.pcpartpicker.com/static/forever/images/product/2b5d90c7b867cdc95843e915705f42f9.256p.jpg,Circumaural,10 Hz - 21 kHz,Yes,Yes,Closed,Black,
Sony MDR-7506,https://pcpartpicker.com/product/Rch9TW/sony-headphones-mdr7506,https://cdna.pcpartpicker.com/static/forever/images/product/b19c00df130eb0f0e7e90f4878feec46.256p.jpg,Circumaural,10 Hz - 20 kHz,No,No,Closed,Black,113.00
HP HyperX Cloud III S,https://pcpartpicker.com/product/4tbypg/hp-hyperx-cloud-iii-s-headset-a59z0aa,https://cdna.pcpartpicker.com/static/forever/images/product/f8a0e9b5e5ef2f3b0f33c0b8de86af93.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,Yes,Closed,Black / Red,129.99
Audio-Technica ATH-M40x,https://pcpartpicker.com/product/fGcMnQ/audio-technica-headphones-athm40x,https://cdna.pcpartpicker.com/static/forever/images/product/e8e574f4ca94818a6bb8e5ad4bdf2963.256p.jpg,Circumaural,15 Hz - 24 kHz,No,No,Closed,Black / Silver,109.00
Corsair HS80 MAX WIRELESS,https://pcpartpicker.com/product/KJpQzy/corsair-hs80-max-wireless-headset-ca-9011296-na,https://cdna.pcpartpicker.com/static/forever/images/product/398138c6d22087eb4a4e7cda6f7f5a77.256p.jpg,Circumaural,20 Hz - 40 kHz,Yes,Yes,Closed,White / Gray,189.99
JBL Quantum 100,https://pcpartpicker.com/product/QDdrxr/jbl-quantum-100-headset-jblquantum100whtam,https://cdna.pcpartpicker.com/static/forever/images/product/48ed58d76ac3f08330143c10f5e7c8e8.256p.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,White,29.95
HP HyperX Cloud Alpha S,https://pcpartpicker.com/product/6dfFf7/hp-hyperx-cloud-alpha-s-71-channel-headset-hx-hscas-bkww,https://cdna.pcpartpicker.com/static/forever/images/product/8a531fb4382f28846d649846b059b9ce.256p.jpg,Circumaural,13 Hz - 27 kHz,Yes,No,Closed,Black,
Final B1,https://pcpartpicker.com/product/JkK2FT/final-audio-design-b1-in-ear-fi-b1bdssd,https://m.media-amazon.com/images/I/313nJuoQHLL.jpg,In Ear,,No,No,Closed,Copper / Black,775.59
Koss KSC75,https://pcpartpicker.com/product/3wNp99/koss-ksc75-headphones-ivg-kssksc75,https://cdna.pcpartpicker.com/static/forever/images/product/dd3cada5ed84335f8a2c6c630185bddd.med.256p.jpg,Supra-aural,,No,No,Closed,Black / Silver,19.98
Syba CM-502,https://pcpartpicker.com/product/PhV48d/syba-headphones-clcm502,https://m.media-amazon.com/images/I/41Ak3kL+JJL.jpg,Circumaural,20 Hz - 20 kHz,Yes,No,Closed,Black / Silver,8.99
